Model,Feature_Groups,R² Score
PassiveAggressiveRegressor,"('Lab', 'GLCM', 'LBP', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.6244709516217981
LinearSVR,"('Lab', 'GLCM', 'LBP', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.764300241575594
LinearRegression,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.8793555438174537
Ridge,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.8724666772285501
Lasso,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.6555788553877944
ElasticNet,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.6249816724428564
BayesianRidge,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.8721006678157925
ARDRegression,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.8580194469292998
HuberRegressor,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.8687604206293372
RANSACRegressor,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.7931056428424224
PassiveAggressiveRegressor,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.7663777464888976
LinearSVR,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.8319206440234548
LinearRegression,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.8812496822646767
Ridge,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.8718278410515053
Lasso,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.655577701436902
ElasticNet,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.6247358320969338
BayesianRidge,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.8723774116575522
ARDRegression,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.8683616695446484
HuberRegressor,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.874426059379743
RANSACRegressor,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.7864077268631433
PassiveAggressiveRegressor,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.8277307961590343
LinearSVR,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.8356557302460205
LinearRegression,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.8812496822646769
Ridge,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.871808214743055
Lasso,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.655577701436902
ElasticNet,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.6237747554706183
BayesianRidge,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.8723668794353981
ARDRegression,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.868361755732042
HuberRegressor,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.8744773208082839
RANSACRegressor,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.7772214296575352
PassiveAggressiveRegressor,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.7161568393651079
LinearSVR,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.8345102358546936
LinearRegression,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.8812496822646882
Ridge,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.8718014177577047
Lasso,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.655577701436902
ElasticNet,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.625903402151835
BayesianRidge,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.8723260021140479
ARDRegression,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.8683616202667468
HuberRegressor,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.8748154308252548
RANSACRegressor,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.757259163983164
PassiveAggressiveRegressor,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.7063796008544576
LinearSVR,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.8354898200593927
LinearRegression,"('Lab', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.8812496822646627
Ridge,"('Lab', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.8715720496628168
Lasso,"('Lab', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.65032293883537
ElasticNet,"('Lab', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.6227022734205478
BayesianRidge,"('Lab', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.8721302399477683
ARDRegression,"('Lab', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.8694803914704218
HuberRegressor,"('Lab', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.872300727321972
RANSACRegressor,"('Lab', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.826866375657968
PassiveAggressiveRegressor,"('Lab', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.7440618194312164
LinearSVR,"('Lab', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.8348531424900107
LinearRegression,"('Lab', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.7861012390207816
Ridge,"('Lab', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.7746528513010488
Lasso,"('Lab', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.5631258395624221
ElasticNet,"('Lab', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.5364325698734191
BayesianRidge,"('Lab', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.7801934681719435
ARDRegression,"('Lab', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.7376565314383714
HuberRegressor,"('Lab', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.7678172491449722
RANSACRegressor,"('Lab', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.3962004713584848
PassiveAggressiveRegressor,"('Lab', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.5268391097328767
LinearSVR,"('Lab', 'GLCM', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.7421227671572753
LinearRegression,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.9010204993954974
Ridge,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.8705681887494544
Lasso,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.6746494603407189
ElasticNet,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.6372017383077475
BayesianRidge,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.8898182122299056
ARDRegression,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.8868354243178346
HuberRegressor,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.8948319266691162
RANSACRegressor,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.8737683455858067
PassiveAggressiveRegressor,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.8357234309004041
LinearSVR,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",0.8330025322070367
LinearRegression,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.9050311831224175
Ridge,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.8695112022275979
Lasso,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.674650502113746
ElasticNet,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.6360636969594933
BayesianRidge,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.8893290727641604
ARDRegression,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.8908511331465608
HuberRegressor,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.9008794486591793
RANSACRegressor,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.8075357399702011
PassiveAggressiveRegressor,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.8256600622612975
LinearSVR,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",0.8327429073949072
LinearRegression,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.90503118312243
Ridge,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.8695113840261242
Lasso,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.674650502113746
ElasticNet,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.6348014245415802
BayesianRidge,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.8892317091923558
ARDRegression,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.8908510881216819
HuberRegressor,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.8994264441643806
RANSACRegressor,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.8061579528686655
PassiveAggressiveRegressor,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.7405065999010814
LinearSVR,"('Lab', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",0.8336405169005503
LinearRegression,"('Lab', 'LBP', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.9050311831224209
Ridge,"('Lab', 'LBP', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.8694359076498148
Lasso,"('Lab', 'LBP', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.674650502113746
ElasticNet,"('Lab', 'LBP', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.6380916310533227
BayesianRidge,"('Lab', 'LBP', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.889344646722646
ARDRegression,"('Lab', 'LBP', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.89085105321434
HuberRegressor,"('Lab', 'LBP', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.8998088179729037
RANSACRegressor,"('Lab', 'LBP', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.7797282840030481
PassiveAggressiveRegressor,"('Lab', 'LBP', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.7605206266357847
LinearSVR,"('Lab', 'LBP', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",0.8329711929638125
LinearRegression,"('Lab', 'LBP', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.9050311831223984
Ridge,"('Lab', 'LBP', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.8695913001470631
Lasso,"('Lab', 'LBP', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.674650502113746
ElasticNet,"('Lab', 'LBP', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.6332701307384042
BayesianRidge,"('Lab', 'LBP', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.8893843635759535
ARDRegression,"('Lab', 'LBP', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.890851187185226
HuberRegressor,"('Lab', 'LBP', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.8984051729802054
RANSACRegressor,"('Lab', 'LBP', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.400741931781052
PassiveAggressiveRegressor,"('Lab', 'LBP', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.7140519957152749
LinearSVR,"('Lab', 'LBP', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.8322602848694901
LinearRegression,"('Lab', 'LBP', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.8123226135865127
Ridge,"('Lab', 'LBP', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.7579623746775265
Lasso,"('Lab', 'LBP', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.5750302075678342
ElasticNet,"('Lab', 'LBP', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.524574869636675
BayesianRidge,"('Lab', 'LBP', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.7935257588744046
ARDRegression,"('Lab', 'LBP', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.7733342575764108
HuberRegressor,"('Lab', 'LBP', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.7979966771532959
RANSACRegressor,"('Lab', 'LBP', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.5537276305592295
PassiveAggressiveRegressor,"('Lab', 'LBP', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.6226336623292379
LinearSVR,"('Lab', 'LBP', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.6934255804803591
LinearRegression,"('Lab', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.8726929434569698
Ridge,"('Lab', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.8539018643143749
Lasso,"('Lab', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.6557901970736844
ElasticNet,"('Lab', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.6144218685670974
BayesianRidge,"('Lab', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.8532403096562526
ARDRegression,"('Lab', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.8620633727105649
HuberRegressor,"('Lab', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.8643149385418445
RANSACRegressor,"('Lab', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",-0.13819504234365776
PassiveAggressiveRegressor,"('Lab', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.79456735640834
LinearSVR,"('Lab', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",0.814941659722084
LinearRegression,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Cyan')",0.901456819708603
Ridge,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Cyan')",0.9047682734648891
Lasso,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Cyan')",0.7593283870997852
ElasticNet,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Cyan')",0.7175960254376463
BayesianRidge,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Cyan')",0.9043892601169218
ARDRegression,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Cyan')",0.8960741465739741
HuberRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Cyan')",0.9029621216107626
RANSACRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Cyan')",0.8640861547328877
PassiveAggressiveRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Cyan')",0.7757025239352082
LinearSVR,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Cyan')",0.889118828484673
LinearRegression,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Magenta')",0.9014568197086028
Ridge,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Magenta')",0.904810990080146
Lasso,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Magenta')",0.7593285227623118
ElasticNet,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Magenta')",0.7175961049305966
BayesianRidge,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Magenta')",0.9044838959748285
ARDRegression,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Magenta')",0.8960742774457497
HuberRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Magenta')",0.9075332119415147
RANSACRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Magenta')",0.8423256305177247
PassiveAggressiveRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Magenta')",0.6813984900952536
LinearSVR,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Magenta')",0.8893293658726129
LinearRegression,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Brightness')",0.9014568197086027
Ridge,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Brightness')",0.9047533800976928
Lasso,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Brightness')",0.7593285227623118
ElasticNet,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Brightness')",0.7175865764199773
BayesianRidge,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Brightness')",0.90441371034074
ARDRegression,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Brightness')",0.8960741036101864
HuberRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Brightness')",0.9038224897329693
RANSACRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Brightness')",0.8732479629520963
PassiveAggressiveRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Brightness')",0.6117568847601909
LinearSVR,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Brightness')",0.8893446601246265
LinearRegression,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Chroma')",0.9041355400395921
Ridge,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Chroma')",0.9049801737370674
Lasso,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Chroma')",0.7593265907312703
ElasticNet,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Chroma')",0.7180008232751474
BayesianRidge,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Chroma')",0.9048705145681115
ARDRegression,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Chroma')",0.8960738236473873
HuberRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Chroma')",0.899836016539211
RANSACRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Chroma')",0.884100625807441
PassiveAggressiveRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Chroma')",0.8692751659037196
LinearSVR,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Chroma')",0.8892142578318492
LinearRegression,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Magenta')",0.9014568197086026
Ridge,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Magenta')",0.9046108367742384
Lasso,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Magenta')",0.7593283870997852
ElasticNet,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Magenta')",0.7170730037998267
BayesianRidge,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Magenta')",0.9043029465485652
ARDRegression,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Magenta')",0.8960743227753839
HuberRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Magenta')",0.9056257933844034
RANSACRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Magenta')",0.8577241674794369
PassiveAggressiveRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Magenta')",0.8362078246562943
LinearSVR,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Magenta')",0.8877667153724882
LinearRegression,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Brightness')",0.9014568197086026
Ridge,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Brightness')",0.9045832585036568
Lasso,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Brightness')",0.7593283870997852
ElasticNet,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Brightness')",0.717048192272748
BayesianRidge,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Brightness')",0.9042674157896234
ARDRegression,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Brightness')",0.8960741463664263
HuberRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Brightness')",0.9047794804410185
RANSACRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Brightness')",0.7618349207555453
PassiveAggressiveRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Brightness')",0.857856724390764
LinearSVR,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Brightness')",0.8879149333066448
LinearRegression,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Chroma')",0.904135540039592
Ridge,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Chroma')",0.9047946874906974
Lasso,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Chroma')",0.7593265536735773
ElasticNet,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Chroma')",0.7173941518364866
BayesianRidge,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Chroma')",0.9046663028960477
ARDRegression,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Chroma')",0.8960738808700782
HuberRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Chroma')",0.9019703328861767
RANSACRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Chroma')",0.8801213962293939
PassiveAggressiveRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Chroma')",0.7294262382841432
LinearSVR,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Cyan', 'Chroma')",0.8886571570801507
LinearRegression,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Magenta', 'Brightness')",0.9014568197086027
Ridge,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Magenta', 'Brightness')",0.9046258301540843
Lasso,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Magenta', 'Brightness')",0.7593285227623118
ElasticNet,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Magenta', 'Brightness')",0.7171085556274915
BayesianRidge,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Magenta', 'Brightness')",0.9043390924227006
ARDRegression,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Magenta', 'Brightness')",0.8960744183450875
HuberRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Magenta', 'Brightness')",0.9037335556497929
RANSACRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Magenta', 'Brightness')",0.8888730366460014
PassiveAggressiveRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Magenta', 'Brightness')",0.7437146108083766
LinearSVR,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Magenta', 'Brightness')",0.8879373700723026
LinearRegression,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Magenta', 'Chroma')",0.9041355400395918
Ridge,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Magenta', 'Chroma')",0.9048734075767785
Lasso,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Magenta', 'Chroma')",0.7593265907312703
ElasticNet,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Magenta', 'Chroma')",0.717485087340215
BayesianRidge,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Magenta', 'Chroma')",0.904722831776013
ARDRegression,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Magenta', 'Chroma')",0.8960740813410185
HuberRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Magenta', 'Chroma')",0.9023763675852268
RANSACRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Temp', 'Magenta', 'Chroma')",0.8415586836134923
