,MSE,R2 Score
Ridge Regression_H/L,140.26884646273845,0.46139833248727546
Lasso Regression_H/L,140.52791930699053,0.4604035494727984
Elastic Net Regression_H/L,141.3538682412686,0.45723208635393187
Robust Regression_H/L,149.78595630457045,0.4248547138579305
Quantile Regression_H/L,204.75766643952994,0.21377537948427483
Logistic Regression_H/L,15334.8275,-57.882381019038554
Simple Linear Regression_Ha,174.0671460007379,0.33162026024015845
Multiple Linear Regression_Ha,174.0671460007379,0.33162026024015845
Polynomial Regression_Ha,164.33897411577837,0.3689743109165605
Ridge Regression_Ha,170.7431838730022,0.34438354724147535
Lasso Regression_Ha,170.58151142949012,0.34500433403670716
Elastic Net Regression_Ha,170.19326057349895,0.34649513234098817
Robust Regression_Ha,170.02946219296226,0.3471240822690562
Quantile Regression_Ha,232.6115603048899,0.10682252387217328
Logistic Regression_Ha,15329.227499999999,-57.86087824480085
Simple Linear Regression_H/a,215.2263462019764,0.17357794064522236
Multiple Linear Regression_H/a,215.2263462019764,0.17357794064522236
Polynomial Regression_H/a,224.6421690276909,0.13742324198744615
Ridge Regression_H/a,215.2472551653654,0.17349765480249058
Lasso Regression_H/a,215.36403229210168,0.17304925619671596
Elastic Net Regression_H/a,215.68529493851105,0.17181567795443964
Robust Regression_H/a,233.22219183385556,0.10447783245971398
Quantile Regression_H/a,269.7384019053704,-0.035736421323198764
Logistic Regression_H/a,15332.459852941176,-57.87328977257776
Simple Linear Regression_Hb,103.25625845489522,0.6035185688954465
Multiple Linear Regression_Hb,103.25625845489522,0.6035185688954465
Polynomial Regression_Hb,110.17650664038801,0.5769463306094602
Ridge Regression_Hb,100.45323588258435,0.6142815620303725
Lasso Regression_Hb,100.73901180650955,0.6131842450348842
Elastic Net Regression_Hb,138.7596410231256,0.46719335103125914
Robust Regression_Hb,103.38236900230466,0.6030343319972433
Quantile Regression_Hb,234.4938662527446,0.09959488104306524
Logistic Regression_Hb,15338.4275,-57.8962042310485
Simple Linear Regression_H/b,209.2409453356202,0.19656056985083092
Multiple Linear Regression_H/b,209.2409453356202,0.19656056985083092
Polynomial Regression_H/b,202.2965604608033,0.22322548774063544
Ridge Regression_H/b,209.1832608843583,0.19678206551735067
Lasso Regression_H/b,209.31052897545433,0.19629338390476114
Elastic Net Regression_H/b,208.7730870084753,0.19835704341937133
Robust Regression_H/b,215.37465894466672,0.17300845217689298
Quantile Regression_H/b,237.96638644430564,0.08626116359395797
Logistic Regression_H/b,15358.503970588234,-57.97329348364648
Simple Linear Regression_HS,127.15070768717385,0.5117691140068863
Multiple Linear Regression_HS,127.15070768717385,0.5117691140068863
Polynomial Regression_HS,129.05934615557214,0.5044403600627143
Ridge Regression_HS,125.65586888895162,0.5175089677925884
Lasso Regression_HS,125.52674221889177,0.5180047859415817
Elastic Net Regression_HS,136.8961661647249,0.474348686598728
Robust Regression_HS,127.11092083230803,0.5119218868207807
Quantile Regression_HS,286.6238126094285,-0.10057270244467231
Logistic Regression_HS,15349.756911764707,-57.939706692373946
Simple Linear Regression_H/S,261.70108131912224,-0.004874869529960302
Multiple Linear Regression_H/S,261.70108131912224,-0.004874869529960302
Polynomial Regression_H/S,256.28620121930993,0.015917084811199134
Ridge Regression_H/S,261.6688973125389,-0.004751289989312735
Lasso Regression_H/S,261.8415869091136,-0.005414380240802874
Elastic Net Regression_H/S,262.0754305608675,-0.006312288678407496
Robust Regression_H/S,272.6383753317324,-0.04687168451648427
Quantile Regression_H/S,294.58636330345263,-0.13114715421786216
Logistic Regression_H/S,15386.58926470588,-58.08113486557706
Simple Linear Regression_HV,124.30490802964657,0.5226963617857329
Multiple Linear Regression_HV,124.30490802964657,0.5226963617857329
Polynomial Regression_HV,112.96572767009071,0.5662363323771834
Ridge Regression_HV,122.11500805012025,0.5311050983683944
Lasso Regression_HV,117.34554396505816,0.5494187964855233
Elastic Net Regression_HV,114.31061076051829,0.561072275686189
Robust Regression_HV,136.36051298624054,0.47640547755705964
Quantile Regression_HV,161.98600653400732,0.37800919139860645
Logistic Regression_HV,15348.512794117647,-57.934929552929326
Simple Linear Regression_H/V,140.3392640572977,0.4611279443376024
Multiple Linear Regression_H/V,140.3392640572977,0.4611279443376024
Polynomial Regression_H/V,111.7258320872255,0.5709972600194468
Ridge Regression_H/V,140.39743173405057,0.46090459319096866
Lasso Regression_H/V,140.65977132755634,0.45989726657440344
Elastic Net Regression_H/V,141.47987010193825,0.4567482667890195
Robust Regression_H/V,149.85696271374516,0.4245820647890173
Quantile Regression_H/V,208.5700957237671,0.1991364855206751
Logistic Regression_H/V,15334.8275,-57.882381019038554
Simple Linear Regression_HR,130.06887560224197,0.5005639879594903
Multiple Linear Regression_HR,130.06887560224197,0.5005639879594903
Polynomial Regression_HR,119.19467680842193,0.5423185311165282
Ridge Regression_HR,127.49049639018007,0.5104643997623748
Lasso Regression_HR,122.16396880371619,0.5309170997914157
Elastic Net Regression_HR,119.477579724171,0.5412322458435745
Robust Regression_HR,144.629877573459,0.44465292759130737
Quantile Regression_HR,172.34268144998845,0.33824182665367397
Logistic Regression_HR,15345.109852941177,-57.92186300366829
Simple Linear Regression_H/R,151.76249698358413,0.417265230287847
Multiple Linear Regression_H/R,151.76249698358413,0.417265230287847
Polynomial Regression_H/R,118.1987159470972,0.546142802822002
Ridge Regression_H/R,151.8098586643389,0.41708337180056354
Lasso Regression_H/R,152.0632871884372,0.41611026174001353
Elastic Net Regression_H/R,152.7311622001756,0.41354576788351105
Robust Regression_H/R,162.64071577525684,0.37549525121897664
Quantile Regression_H/R,214.22531151510051,0.17742169473022262
Logistic Regression_H/R,15331.433382352943,-57.86934835019911
Simple Linear Regression_HG,120.60173233992948,0.5369157458604714
Multiple Linear Regression_HG,120.60173233992948,0.5369157458604714
Polynomial Regression_HG,110.45547844060006,0.5758751399597022
Ridge Regression_HG,118.65189087621462,0.5444027102878951
Lasso Regression_HG,113.23577794415446,0.5651993984350365
Elastic Net Regression_HG,111.37164330062149,0.5723572674329954
Robust Regression_HG,133.08321877737464,0.4889895699648764
Quantile Regression_HG,159.56779901797645,0.3872945789480934
Logistic Regression_HG,15348.512794117647,-57.934929552929326
Simple Linear Regression_H/G,133.63455835483109,0.48687254666802704
Multiple Linear Regression_H/G,133.63455835483109,0.48687254666802704
Polynomial Regression_H/G,110.92721312524826,0.57406378202683
Ridge Regression_H/G,133.70228190167913,0.4866125030718752
Lasso Regression_H/G,133.97384998565892,0.48556974107187834
Elastic Net Regression_H/G,134.91694937478934,0.48194844584898777
Robust Regression_H/G,142.42356552931508,0.4531246829097272
Quantile Regression_H/G,197.6310546555369,0.24114000881837394
Logistic Regression_H/G,15334.8275,-57.882381019038554
Simple Linear Regression_HB,118.91351702684416,0.5433981231358118
Multiple Linear Regression_HB,118.91351702684416,0.5433981231358118
Polynomial Regression_HB,117.27932295839918,0.5496730706562343
Ridge Regression_HB,117.01620780812215,0.5506833752410425
Lasso Regression_HB,114.48578040735367,0.5603996625845463
Elastic Net Regression_HB,111.03023787061954,0.5736681895552915
Robust Regression_HB,123.62488717972437,0.5253074930023057
Quantile Regression_HB,169.96798441816674,0.3473601434676391
Logistic Regression_HB,15333.824558823531,-57.878529944450825
Simple Linear Regression_H/B,145.54620813904796,0.44113441879149196
Multiple Linear Regression_H/B,145.54620813904796,0.44113441879149196
Polynomial Regression_H/B,134.08569577614185,0.48514027771791557
Ridge Regression_H/B,145.42788979051883,0.44158873535159904
Lasso Regression_H/B,145.25183484512408,0.44226474780593017
Elastic Net Regression_H/B,144.71152392336214,0.4443394234789324
Robust Regression_H/B,154.33494650356636,0.4073875872046213
Quantile Regression_H/B,211.69482360302953,0.18713821442388312
Logistic Regression_H/B,15343.139264705884,-57.91429637617918
Simple Linear Regression_S,132.80804817101316,0.4900461648622769
Multiple Linear Regression_S,132.80804817101316,0.4900461648622769
Polynomial Regression_S,133.56393256776838,0.48714373423134294
Ridge Regression_S,132.09419295378947,0.49278721264341385
Lasso Regression_S,131.92877066457837,0.4934223980253407
Elastic Net Regression_S,137.90780375876164,0.4704642196710592
Robust Regression_S,128.18653944189572,0.5077917467979528
Quantile Regression_S,286.6238126094285,-0.10057270244467231
Logistic Regression_S,15357.056911764706,-57.96773709450523
Simple Linear Regression_SL,98.41409272729194,0.6221114254065527
Multiple Linear Regression_SL,98.41409272729194,0.6221114254065527
Polynomial Regression_SL,102.6113693883755,0.6059948017536139
Ridge Regression_SL,96.37046672124858,0.629958501948383
Lasso Regression_SL,94.62000864549678,0.6366798778082856
Elastic Net Regression_SL,90.45621048245076,0.652667951356739
Robust Regression_SL,100.01259211846563,0.6159735376337826
Quantile Regression_SL,157.41529593350768,0.3955597196393954
Logistic Regression_SL,15341.08044117647,-57.90639094447414
Simple Linear Regression_S/L,119.43133236192072,0.5414098255917097
Multiple Linear Regression_S/L,119.43133236192072,0.5414098255917097
Polynomial Regression_S/L,89.03992028911337,0.6581061956928831
Ridge Regression_S/L,119.34941457006066,0.5417243719817844
Lasso Regression_S/L,119.14960783560362,0.5424915861071777
Elastic Net Regression_S/L,119.16405354706067,0.5424361177371484
Robust Regression_S/L,128.35796212500927,0.5071335212168435
Quantile Regression_S/L,185.58035246276685,0.28741206750711035
Logistic Regression_S/L,15340.365735294117,-57.903646630325106
Simple Linear Regression_Sa,136.71865305874806,0.4750302980705231
Multiple Linear Regression_Sa,136.71865305874806,0.4750302980705231
Polynomial Regression_Sa,139.94601048221784,0.46263795198815805
Ridge Regression_Sa,134.85763247880584,0.4821762097459189
Lasso Regression_Sa,133.07762611958066,0.4890110445466501
Elastic Net Regression_Sa,131.070361024189,0.4967185031504765
Robust Regression_Sa,132.28163620941314,0.49206747157054676
Quantile Regression_Sa,221.7140581519734,0.14866654682735958
Logistic Regression_Sa,15342.253970588234,-57.910897040546004
Simple Linear Regression_S/a,209.0140697022629,0.1974317226229948
Multiple Linear Regression_S/a,209.0140697022629,0.1974317226229948
Polynomial Regression_S/a,175.664966453905,0.3254849794407234
Ridge Regression_S/a,208.9396168936908,0.19771760511122494
Lasso Regression_S/a,208.76849307180473,0.19837468313063733
Elastic Net Regression_S/a,208.3667677766406,0.19991722033197468
Robust Regression_S/a,223.0695611033188,0.14346171219498105
Quantile Regression_S/a,258.4372053729857,0.007657699686047126
Logistic Regression_S/a,15314.57455882353,-57.80461415800871
Simple Linear Regression_Sb,101.81441533739837,0.6090549308671823
Multiple Linear Regression_Sb,101.81441533739837,0.6090549308671823
Polynomial Regression_Sb,100.66893778566057,0.6134533139367135
Ridge Regression_Sb,99.80831379823813,0.6167579216697664
Lasso Regression_Sb,98.73563382490154,0.6208767779726168
Elastic Net Regression_Sb,96.86860356292897,0.628045765511573
Robust Regression_Sb,101.11668363034683,0.611734067898471
Quantile Regression_Sb,222.0858469278912,0.14723895930723963
Logistic Regression_Sb,15347.398088235293,-57.93064932633474
Simple Linear Regression_S/b,89.62550712551909,0.6558576704179183
Multiple Linear Regression_S/b,89.62550712551909,0.6558576704179183
Polynomial Regression_S/b,81.92598104629505,0.6854221652427146
Ridge Regression_S/b,89.75107860090314,0.6553755034382971
Lasso Regression_S/b,89.89338507525679,0.6548290777256918
Elastic Net Regression_S/b,92.31376264259964,0.6455353576541608
Robust Regression_S/b,102.39301407087466,0.6068332383778678
Quantile Regression_S/b,169.9250914273309,0.3475248431637683
Logistic Regression_S/b,15343.82161764706,-57.9169164621157
Simple Linear Regression_SH,127.1507076871739,0.5117691140068861
Multiple Linear Regression_SH,127.1507076871739,0.5117691140068861
Polynomial Regression_SH,129.05934615557237,0.5044403600627134
Ridge Regression_SH,125.65586888895162,0.5175089677925884
Lasso Regression_SH,125.52615844979391,0.5180070274871387
Elastic Net Regression_SH,136.8972669687032,0.4743444597524019
Robust Regression_SH,127.11092083230803,0.5119218868207807
Quantile Regression_SH,286.6238126094285,-0.10057270244467231
Logistic Regression_SH,15349.756911764707,-57.939706692373946
Simple Linear Regression_S/H,257.2226641527941,0.01232127212536227
Multiple Linear Regression_S/H,257.2226641527941,0.01232127212536227
Polynomial Regression_S/H,253.35167108680076,0.027185038192106492
Ridge Regression_S/H,256.8562340449247,0.013728283533114616
Lasso Regression_S/H,256.4673360328721,0.015221566775017736
Elastic Net Regression_S/H,255.67600137342131,0.018260118655131996
Robust Regression_S/H,267.3275567623708,-0.026479303674630472
Quantile Regression_S/H,300.88710419028695,-0.15534062007855165
Logistic Regression_S/H,15363.106911764704,-57.990967770244175
Simple Linear Regression_SV,98.34400959028399,0.6223805293124371
Multiple Linear Regression_SV,98.34400959028399,0.6223805293124371
Polynomial Regression_SV,104.16038176888978,0.6000469332697558
Ridge Regression_SV,96.53024407827208,0.6293449918704592
Lasso Regression_SV,94.91283436657724,0.6355554911348238
Elastic Net Regression_SV,91.2061734386067,0.6497882577615853
Robust Regression_SV,99.65652532396953,0.6173407561865669
Quantile Regression_SV,157.02243084933957,0.39706823556988524
Logistic Regression_SV,15341.08044117647,-57.90639094447414
Simple Linear Regression_S/V,120.06529831086243,0.5389755351141232
Multiple Linear Regression_S/V,120.06529831086243,0.5389755351141232
Polynomial Regression_S/V,87.44288568688015,0.6642384589967438
Ridge Regression_S/V,119.9925044014829,0.539255047792564
Lasso Regression_S/V,119.80311269769034,0.5399822704799113
Elastic Net Regression_S/V,119.87020393989438,0.5397246547951897
Robust Regression_S/V,128.82392203166978,0.5053443371674252
Quantile Regression_S/V,187.96660458173858,0.2782493816877374
Logistic Regression_S/V,15340.365735294117,-57.903646630325106
Simple Linear Regression_SR,102.3300524455035,0.6070749972378668
Multiple Linear Regression_SR,102.3300524455035,0.6070749972378668
Polynomial Regression_SR,105.00441457700381,0.5968060320336681
Ridge Regression_SR,100.48483739021206,0.6141602191582136
Lasso Regression_SR,99.12658230915011,0.6193756213663009
Elastic Net Regression_SR,96.07593270492072,0.6310894481016726
Robust Regression_SR,103.28109832292239,0.6034231892393247
Quantile Regression_SR,172.52274472881524,0.3375504230763323
Logistic Regression_SR,15337.695147058825,-57.89339215605629
Simple Linear Regression_S/R,133.0888119836047,0.48896809327722823
Multiple Linear Regression_S/R,133.0888119836047,0.48896809327722823
Polynomial Regression_S/R,93.70526179454153,0.6401923054905606
Ridge Regression_S/R,133.0139520235731,0.48925553913794306
Lasso Regression_S/R,132.80904330650867,0.4900423437597955
Elastic Net Regression_S/R,132.68193958416538,0.49053039423235256
Robust Regression_S/R,142.12764089217734,0.4542609687425392
Quantile Regression_S/R,197.88264901748607,0.24017394153900395
Logistic Regression_S/R,15336.57455882353,-57.88908934251397
Simple Linear Regression_SG,97.50154408536615,0.6256154124473122
Multiple Linear Regression_SG,97.50154408536615,0.6256154124473122
Polynomial Regression_SG,103.30285023150655,0.6033396666715525
Ridge Regression_SG,95.50605500409033,0.6332776537345399
Lasso Regression_SG,93.63739421688828,0.6404529021334779
Elastic Net Regression_SG,89.3709782861205,0.6568350054483776
Robust Regression_SG,99.18250637122961,0.6191608852089168
Quantile Regression_SG,156.95783818108904,0.3973162572775285
Logistic Regression_SG,15341.08044117647,-57.90639094447414
Simple Linear Regression_S/G,111.66725994971769,0.5712221642068487
Multiple Linear Regression_S/G,111.66725994971769,0.5712221642068487
Polynomial Regression_S/G,86.92302624356245,0.6662346054690651
Ridge Regression_S/G,111.59790761198427,0.5714884620034806
Lasso Regression_S/G,111.42432911171326,0.5721549654505961
Elastic Net Regression_S/G,111.64504435678379,0.5713074672210299
Robust Regression_S/G,120.20448587850031,0.5384410853206211
Quantile Regression_S/G,176.76960789249117,0.321243398107236
Logistic Regression_S/G,15344.012794117647,-57.917650537916884
Simple Linear Regression_SB,102.20401779704355,0.6075589427007173
Multiple Linear Regression_SB,102.20401779704355,0.6075589427007173
Polynomial Regression_SB,115.44088300532944,0.5567322776670256
Ridge Regression_SB,100.1781018659133,0.6153380164313708
Lasso Regression_SB,99.38435554093554,0.6183858285792284
Elastic Net Regression_SB,94.66203203903717,0.6365185171754282
Robust Regression_SB,104.60905846858579,0.598324112952027
Quantile Regression_SB,158.65061021117864,0.39081638320629375
Logistic Regression_SB,15347.898088235293,-57.93256921689168
Simple Linear Regression_S/B,99.764592914411,0.6169258002937678
Multiple Linear Regression_S/B,99.764592914411,0.6169258002937678
Polynomial Regression_S/B,98.21440511020893,0.6228781821473031
Ridge Regression_S/B,99.58188716763888,0.6176273503696199
Lasso Regression_S/B,99.30898168382234,0.6186752476922517
Elastic Net Regression_S/B,98.91047680107818,0.6202054192147999
Robust Regression_S/B,99.21735942566532,0.6190270571087335
Quantile Regression_S/B,160.38784874558445,0.38414576749158547
Logistic Regression_S/B,15351.792205882353,-57.94752177628806
Simple Linear Regression_V,113.17195215340556,0.5654444755009324
Multiple Linear Regression_V,113.17195215340556,0.5654444755009324
Polynomial Regression_V,104.39137218471049,0.5991599806336011
Ridge Regression_V,113.15564761672078,0.565507081352965
Lasso Regression_V,113.51697652438179,0.564119657437431
Elastic Net Regression_V,113.4752019801134,0.5642800625435536
Robust Regression_V,122.44617339032244,0.5298334959495159
Quantile Regression_V,161.98600653400732,0.37800919139860645
Logistic Regression_V,15338.23044117647,-57.895447568299595
Simple Linear Regression_VL,97.53348115628957,0.625492781085548
Multiple Linear Regression_VL,97.53348115628957,0.625492781085548
Polynomial Regression_VL,109.41456238656336,0.5798720297651221
Ridge Regression_VL,103.9888586686045,0.6007055444308245
Lasso Regression_VL,110.52077052384524,0.5756244326515717
Elastic Net Regression_VL,110.94397539713718,0.5739994185718053
Robust Regression_VL,98.20175466897666,0.6229267570726288
Quantile Regression_VL,158.24862441793022,0.3923599206632552
Logistic Regression_VL,15334.8275,-57.882381019038554
Simple Linear Regression_V/L,199.08619639003624,0.23555258306823135
Multiple Linear Regression_V/L,199.08619639003624,0.23555258306823135
Polynomial Regression_V/L,231.12258725665228,0.11253985446186565
Ridge Regression_V/L,199.1241876272144,0.23540670503322192
Lasso Regression_V/L,199.78049861430068,0.232886614500179
Elastic Net Regression_V/L,200.04352175782088,0.23187666320117795
Robust Regression_V/L,211.84525709434402,0.1865605827450394
Quantile Regression_V/L,266.97537553170037,-0.025127004836440703
Logistic Regression_V/L,15328.083382352941,-57.856485083467625
Simple Linear Regression_Va,95.18290996306386,0.6345184599601158
Multiple Linear Regression_Va,95.18290996306386,0.6345184599601158
Polynomial Regression_Va,112.51650688028718,0.5679612418818312
Ridge Regression_Va,93.64446743576353,0.6404257425212265
Lasso Regression_Va,93.06792357135231,0.6426395447631135
Elastic Net Regression_Va,93.80012026924716,0.6398280697108949
Robust Regression_Va,92.97198162924767,0.6430079408204354
Quantile Regression_Va,161.67848183514255,0.37919001892935755
Logistic Regression_Va,15337.695147058825,-57.89339215605629
Simple Linear Regression_V/a,127.15798235002785,0.5117411808938497
Multiple Linear Regression_V/a,127.15798235002785,0.5117411808938497
Polynomial Regression_V/a,152.94291404915947,0.41273268713295463
Ridge Regression_V/a,127.28225215957343,0.5112640120261316
Lasso Regression_V/a,127.60680979716165,0.5100177817389564
Elastic Net Regression_V/a,129.10055676234222,0.5042821203531471
Robust Regression_V/a,129.99334488279692,0.5008540093895328
Quantile Regression_V/a,173.50852561946954,0.33376524022997855
Logistic Regression_V/a,15359.621617647057,-57.97758500371493
Simple Linear Regression_Vb,98.67346484875304,0.6211154932331007
Multiple Linear Regression_Vb,98.67346484875304,0.6211154932331007
Polynomial Regression_Vb,85.75338019423566,0.6707257902791891
Ridge Regression_Vb,93.78356502602641,0.6398916382211495
Lasso Regression_Vb,93.25075360165756,0.641937517465698
Elastic Net Regression_Vb,93.71992069193641,0.6401360185331935
Robust Regression_Vb,101.8788326821273,0.6088075823634862
Quantile Regression_Vb,161.98600653400732,0.37800919139860645
Logistic Regression_Vb,15337.289264705883,-57.89183365666301
Simple Linear Regression_V/b,106.99240044116561,0.5891726014578083
Multiple Linear Regression_V/b,106.99240044116561,0.5891726014578083
Polynomial Regression_V/b,132.14910571384232,0.4925763596644521
Ridge Regression_V/b,107.07182192046773,0.5888676403615479
Lasso Regression_V/b,107.47720377002422,0.587311062791713
Elastic Net Regression_V/b,108.45232518235167,0.5835668100089224
Robust Regression_V/b,109.75863732481898,0.5785508573154503
Quantile Regression_V/b,155.33396578558748,0.40355157183311907
Logistic Regression_V/b,15337.09220588235,-57.89107699391409
Simple Linear Regression_VH,124.30490802964636,0.5226963617857336
Multiple Linear Regression_VH,124.30490802964636,0.5226963617857336
Polynomial Regression_VH,112.9657276700908,0.5662363323771831
Ridge Regression_VH,122.11500805012025,0.5311050983683944
Lasso Regression_VH,117.3462003891151,0.5494162759608268
Elastic Net Regression_VH,114.30947626702456,0.5610766318928802
Robust Regression_VH,136.36051298623383,0.4764054775570853
Quantile Regression_VH,161.98600653400732,0.37800919139860645
Logistic Regression_VH,15348.512794117647,-57.934929552929326
Simple Linear Regression_V/H,112.38474807350165,0.568467166859713
Multiple Linear Regression_V/H,112.38474807350165,0.568467166859713
Polynomial Regression_V/H,100.80774199822284,0.6129203361427905
Ridge Regression_V/H,112.45592463041234,0.5681938644607367
Lasso Regression_V/H,112.72244092108917,0.5671705002412557
Elastic Net Regression_V/H,113.74888080194513,0.5632291957722163
Robust Regression_V/H,117.93823211376223,0.5471430037257116
Quantile Regression_V/H,164.98510791876723,0.36649329854280743
Logistic Regression_V/H,15341.915735294118,-57.909598291051616
Simple Linear Regression_VS,98.34400959028393,0.6223805293124374
Multiple Linear Regression_VS,98.34400959028393,0.6223805293124374
Polynomial Regression_VS,104.1603817688898,0.6000469332697557
Ridge Regression_VS,96.53024407827215,0.6293449918704589
Lasso Regression_VS,94.91804801144747,0.6355354718797166
Elastic Net Regression_VS,91.20568171218959,0.649790145883395
Robust Regression_VS,99.65652532396953,0.6173407561865669
Quantile Regression_VS,157.0224308493394,0.3970682355698859
Logistic Regression_VS,15341.08044117647,-57.90639094447414
Simple Linear Regression_V/S,87.8932611265651,0.6625091158892883
Multiple Linear Regression_V/S,87.8932611265651,0.6625091158892883
Polynomial Regression_V/S,88.49149111502976,0.6602120436778277
Ridge Regression_V/S,88.00458029225919,0.6620816746592437
Lasso Regression_V/S,88.15879851915574,0.6614895104241909
Elastic Net Regression_V/S,90.31705690795364,0.6532022706240215
Robust Regression_V/S,89.36377738304608,0.6568626553400057
Quantile Regression_V/S,157.18746643076952,0.39643453506119297
Logistic Regression_V/S,15344.268676470587,-57.91863307014308
Simple Linear Regression_VR,105.6792545225527,0.5942147943558609
Multiple Linear Regression_VR,105.6792545225527,0.5942147943558609
Polynomial Regression_VR,152.21552944781087,0.41552568478773677
Ridge Regression_VR,105.67774360505857,0.5942205959483193
Lasso Regression_VR,109.1654984047782,0.5808283809385273
Elastic Net Regression_VR,114.08273402331474,0.5619472724779948
Robust Regression_VR,102.18738572513365,0.6076228062163216
Quantile Regression_VR,164.75437403228756,0.3673792661624431
Logistic Regression_VR,15334.8275,-57.882381019038554
Simple Linear Regression_V/R,104.79614028429694,0.5976057597293098
Multiple Linear Regression_V/R,104.79614028429694,0.5976057597293098
Polynomial Regression_V/R,108.09246439572179,0.5849485966610481
Ridge Regression_V/R,104.99740434062237,0.5968329498069295
Lasso Regression_V/R,105.39575925703154,0.5953033541222821
Elastic Net Regression_V/R,109.84204533603545,0.5782305888092353
Robust Regression_V/R,105.2355903892916,0.5959183675156607
Quantile Regression_V/R,183.0176597044018,0.297252246761346
Logistic Regression_V/R,15347.398088235293,-57.93064932633474
Simple Linear Regression_VG,112.83485287503757,0.5667388629435108
Multiple Linear Regression_VG,112.83485287503757,0.5667388629435108
Polynomial Regression_VG,118.35800309757909,0.5455311750298986
Ridge Regression_VG,106.38726228134969,0.5914961995351549
Lasso Regression_VG,109.44080842790238,0.5797712507112744
Elastic Net Regression_VG,110.65614785413698,0.5751046133354707
Robust Regression_VG,119.32200210339118,0.5418296298535865
Quantile Regression_VG,159.56779901797645,0.3872945789480934
Logistic Regression_VG,15338.23044117647,-57.895447568299595
Simple Linear Regression_V/G,218.31168468226133,0.16173091621871105
Multiple Linear Regression_V/G,218.31168468226133,0.16173091621871105
Polynomial Regression_V/G,177.40453063925864,0.31880543373542836
Ridge Regression_V/G,218.36366025950042,0.1615313413788455
Lasso Regression_V/G,218.58104725508815,0.16069662289878572
Elastic Net Regression_V/G,219.6592838797339,0.15655643027118216
Robust Regression_V/G,232.42915166817698,0.10752293311043126
Quantile Regression_V/G,266.0311529827103,-0.021501396925533323
Logistic Regression_V/G,15284.033382352942,-57.68734272540141
Simple Linear Regression_VB,83.90499476587573,0.6778231857381682
Multiple Linear Regression_VB,83.90499476587573,0.6778231857381682
Polynomial Regression_VB,87.18745526582917,0.6652192559034047
Ridge Regression_VB,85.8727940555181,0.6702672671899018
Lasso Regression_VB,89.29391522710328,0.6571309107269694
Elastic Net Regression_VB,94.86343844836412,0.635745160648681
Robust Regression_VB,86.23731230992593,0.6688675968809639
Quantile Regression_VB,148.7416024721411,0.4288648039798961
Logistic Regression_VB,15337.289264705883,-57.89183365666301
Simple Linear Regression_V/B,90.95625484597122,0.6507478904535934
Multiple Linear Regression_V/B,90.95625484597122,0.6507478904535934
Polynomial Regression_V/B,83.69173009532783,0.678642075392395
Ridge Regression_V/B,90.46967092235498,0.6526162662138104
Lasso Regression_V/B,90.33515446133384,0.6531327799803448
Elastic Net Regression_V/B,102.61082118614937,0.6059969067301683
Robust Regression_V/B,95.1357720782316,0.6346994591200428
Quantile Regression_V/B,208.23095636148474,0.2004387064389388
Logistic Regression_V/B,15340.709852941174,-57.904967966767224
Simple Linear Regression_R,118.43553399516043,0.5452334733536239
Multiple Linear Regression_R,118.43553399516043,0.5452334733536239
Polynomial Regression_R,105.07059656069563,0.5965519077026096
Ridge Regression_R,118.43212648527687,0.5452465574457201
Lasso Regression_R,118.75456842709832,0.5440084509671929
Elastic Net Regression_R,118.84346876135896,0.5436670931426817
Robust Regression_R,129.8381583815557,0.5014498915861272
Quantile Regression_R,172.34268144998845,0.33824182665367397
Logistic Regression_R,15334.8275,-57.882381019038554
Simple Linear Regression_RL,100.26518249006679,0.6150036458953616
Multiple Linear Regression_RL,100.26518249006679,0.6150036458953616
Polynomial Regression_RL,120.15093184302404,0.5386467210946146
Ridge Regression_RL,101.66115309151618,0.6096434243443909
Lasso Regression_RL,108.16515902238963,0.5846694652064888
Elastic Net Regression_RL,111.53346924608682,0.5717358912238626
Robust Regression_RL,99.38583754888721,0.618380137993085
Quantile Regression_RL,157.95521948615283,0.393486531379012
Logistic Regression_RL,15334.8275,-57.882381019038554
Simple Linear Regression_R/L,115.80535213637434,0.5553327959810488
Multiple Linear Regression_R/L,115.80535213637434,0.5553327959810488
Polynomial Regression_R/L,122.71643087316863,0.5287957663709996
Ridge Regression_R/L,116.35887689356684,0.5532073820723185
Lasso Regression_R/L,117.41881131087018,0.5491374659148105
Elastic Net Regression_R/L,124.30169283879837,0.5227087074148293
Robust Regression_R/L,118.10802804482,0.546491024516423
Quantile Regression_R/L,210.88249515374415,0.19025737786171293
Logistic Regression_R/L,15346.906911764707,-57.9287633161994
Simple Linear Regression_Ra,97.4764520749577,0.6257117602749878
Multiple Linear Regression_Ra,97.4764520749577,0.6257117602749878
Polynomial Regression_Ra,112.07804171040164,0.56964485216025
Ridge Regression_Ra,95.82904796241324,0.6320374314732569
Lasso Regression_Ra,95.32034166539972,0.6339907523050388
Elastic Net Regression_Ra,96.36655366881148,0.6299735272132285
Robust Regression_Ra,95.05701238650852,0.6350018790968557
Quantile Regression_Ra,172.34268144998845,0.33824182665367397
Logistic Regression_Ra,15337.695147058825,-57.89339215605629
Simple Linear Regression_R/a,123.70168750202605,0.5250125965751922
Multiple Linear Regression_R/a,123.70168750202605,0.5250125965751922
Polynomial Regression_R/a,149.39266204107116,0.4263648777431106
Ridge Regression_R/a,123.8088861061177,0.5246009773997673
