Feature Set,Model,R2 Score,MSE
"L,a,b,H",Ridge Regression,0.6514507462045038,90.77320906026988
"L,a,b,H",Lasso Regression,0.6715089999046515,85.54940772751559
"L,a,b,H",Random Forest,0.6278558191222607,96.91807158823536
"L,a,b,H",XGBoost,0.5840160506380127,108.33532876621044
"L,a,b,H",LightGBM,0.6311221983476851,96.06740350884381
"L,a,b,S",Linear Regression,0.623133197408022,98.14799110035887
"L,a,b,S",Ridge Regression,0.6496651727657489,91.23822865013729
"L,a,b,S",Lasso Regression,0.6488990602694323,91.43774848566855
"L,a,b,S",Random Forest,0.6135767899149207,100.63678075000013
"L,a,b,S",XGBoost,0.5448472920080939,118.53610778675875
"L,a,b,S",LightGBM,0.6045673170809175,102.98313137958326
"L,a,b,V",Linear Regression,0.6260515564780633,97.3879584361282
"L,a,b,V",Ridge Regression,0.6675270031918109,86.58644515093827
"L,a,b,V",Lasso Regression,0.6787235449573045,83.67051285338268
"L,a,b,V",Random Forest,0.6094844660583822,101.70255083823518
"L,a,b,V",XGBoost,0.5657135504665753,113.10187655334838
"L,a,b,V",LightGBM,0.6504362808950258,91.03740779436235
"L,a,b,R",Linear Regression,0.64578578007811,92.24854475217242
"L,a,b,R",Ridge Regression,0.6668593088723964,86.76033379188232
"L,a,b,R",Lasso Regression,0.6797943747910826,83.39163502102173
"L,a,b,R",Random Forest,0.5851554277078954,108.0385990735294
"L,a,b,R",XGBoost,0.5737587452286337,111.00665431971998
"L,a,b,R",LightGBM,0.6354767991441996,94.93332824065244
"L,a,b,G",Linear Regression,0.6610005390401381,88.28614207587198
"L,a,b,G",Ridge Regression,0.6671851077383478,86.67548550071956
"L,a,b,G",Lasso Regression,0.6799037230616574,83.36315728561651
"L,a,b,G",Random Forest,0.6142121878023987,100.47130311764707
"L,a,b,G",XGBoost,0.576290069019828,110.34741783823226
"L,a,b,G",LightGBM,0.6394263926309014,93.90472963839633
"L,a,b,B",Linear Regression,0.656668191710016,89.41442184017072
"L,a,b,B",Ridge Regression,0.667407015896687,86.61769362358956
"L,a,b,B",Lasso Regression,0.6814484989201077,82.96084897359631
"L,a,b,B",Random Forest,0.6075099078601169,102.216788014706
"L,a,b,B",XGBoost,0.5900680935473988,106.75918608257768
"L,a,b,B",LightGBM,0.5954618398942466,105.3544845678593
"L,a,H,S",Linear Regression,0.6456696102179365,92.27879904446888
"L,a,H,S",Ridge Regression,0.6519270969566151,90.64915231380851
"L,a,H,S",Lasso Regression,0.6679196697139925,86.48418241498109
"L,a,H,S",Random Forest,0.6380496245106777,94.26328344117655
"L,a,H,S",XGBoost,0.6023997919369025,103.5476232294396
"L,a,H,S",LightGBM,0.5909984604383814,106.51688922674371
"L,a,H,V",Linear Regression,0.5925866104829676,106.10328490986035
"L,a,H,V",Ridge Regression,0.603587323751044,103.23835252391677
"L,a,H,V",Lasso Regression,0.6199746582839369,98.97057421913907
"L,a,H,V",Random Forest,0.6036956956228094,103.21012907352947
"L,a,H,V",XGBoost,0.608100491420686,102.06298144525469
"L,a,H,V",LightGBM,0.6049094108220077,102.8940393894555
"L,a,H,R",Linear Regression,0.6535588634299154,90.2241889044611
"L,a,H,R",Ridge Regression,0.6139608452779626,100.536760631235
"L,a,H,R",Lasso Regression,0.6236548631273446,98.01213290848497
"L,a,H,R",Random Forest,0.6042353011920902,103.0695987794117
"L,a,H,R",XGBoost,0.5906914386065265,106.59684738653189
"L,a,H,R",LightGBM,0.5721332971215385,111.42997222740527
"L,a,H,G",Linear Regression,0.5860351176315898,107.8095000968936
"L,a,H,G",Ridge Regression,0.60342528488685,103.28055255026942
"L,a,H,G",Lasso Regression,0.6220264029836459,98.43623524541614
"L,a,H,G",Random Forest,0.6135058225721679,100.65526288235301
"L,a,H,G",XGBoost,0.5874375115961157,107.44427251674374
"L,a,H,G",LightGBM,0.5632818591455109,113.73516560002794
"L,a,H,B",Linear Regression,0.6418157335932425,93.2824699596592
"L,a,H,B",Ridge Regression,0.638953011511511,94.0280129989191
"L,a,H,B",Lasso Regression,0.6519856326720888,90.63390776894055
"L,a,H,B",Random Forest,0.6259581540654213,97.41228336764695
"L,a,H,B",XGBoost,0.5956666193432191,105.3011535464028
"L,a,H,B",LightGBM,0.5663389029040875,112.93901507271546
"L,a,S,V",Linear Regression,0.6573260384084411,89.24309783004736
"L,a,S,V",Ridge Regression,0.6505482955579175,91.00823564637534
"L,a,S,V",Lasso Regression,0.6478551261311097,91.7096218314044
"L,a,S,V",Random Forest,0.6300419654660345,96.3487301911766
"L,a,S,V",XGBoost,0.5417741742513158,119.33644448972161
"L,a,S,V",LightGBM,0.6087350601504432,101.89771975170032
"L,a,S,R",Linear Regression,0.6459905608815253,92.1952133779763
"L,a,S,R",Ridge Regression,0.6501625513838389,91.10869558475169
"L,a,S,R",Lasso Regression,0.6484671322185488,91.55023616089638
"L,a,S,R",Random Forest,0.6065466315150647,102.46765552941183
"L,a,S,R",XGBoost,0.5448508964751138,118.53516906996396
"L,a,S,R",LightGBM,0.603657304322399,103.2201273779307
"L,a,S,G",Linear Regression,0.6648998117666538,87.27064858525995
"L,a,S,G",Ridge Regression,0.6501312927436589,91.11683631966676
"L,a,S,G",Lasso Regression,0.6479706270011695,91.6795417652146
"L,a,S,G",Random Forest,0.6381475413007106,94.23778282352961
"L,a,S,G",XGBoost,0.5418539263813203,119.31567452194496
"L,a,S,G",LightGBM,0.5970983481415071,104.92828625115143
"L,a,S,B",Linear Regression,0.6290849744325897,96.59796081267913
"L,a,S,B",Ridge Regression,0.6494716053923208,91.28863969381074
"L,a,S,B",Lasso Regression,0.6465060720015701,92.06095803769612
"L,a,S,B",Random Forest,0.6024554569953604,103.53312629411776
"L,a,S,B",XGBoost,0.5526264849876932,116.51016079944526
"L,a,S,B",LightGBM,0.5561314373449302,115.59736075868994
"L,a,V,R",Linear Regression,0.64142814026509,93.38341147602635
"L,a,V,R",Ridge Regression,0.648786950539656,91.46694539206804
"L,a,V,R",Lasso Regression,0.6439665109271029,92.72233976731872
"L,a,V,R",Random Forest,0.5873245473328632,107.47369197058816
"L,a,V,R",XGBoost,0.5064589039944434,128.53365370804306
"L,a,V,R",LightGBM,0.6126495118043991,100.87827319006936
"L,a,V,G",Linear Regression,0.5863630238375128,107.72410298799639
"L,a,V,G",Ridge Regression,0.6430521917810526,92.96045728468096
"L,a,V,G",Lasso Regression,0.6439662239678177,92.72241450055918
"L,a,V,G",Random Forest,0.5924296166203599,106.14417105882346
"L,a,V,G",XGBoost,0.5150144512095025,126.305519613591
"L,a,V,G",LightGBM,0.627177491066184,97.09472958929318
"L,a,V,B",Linear Regression,0.6474055576048969,91.82670364228893
"L,a,V,B",Ridge Regression,0.6673663451478921,86.62828556817932
"L,a,V,B",Lasso Regression,0.6694350944016799,86.08951807273219
"L,a,V,B",Random Forest,0.611251858748437,101.24226608823524
"L,a,V,B",XGBoost,0.565861411165719,113.06336896795261
"L,a,V,B",LightGBM,0.587868380860452,107.33206058289694
"L,a,R,G",Linear Regression,0.6975393895072362,78.77027401374194
"L,a,R,G",Ridge Regression,0.6503589211475304,91.05755471034563
"L,a,R,G",Lasso Regression,0.6449265329238221,92.47231978746883
"L,a,R,G",Random Forest,0.5960210156767451,105.20885757352937
"L,a,R,G",XGBoost,0.4860350127565629,133.85267857747544
"L,a,R,G",LightGBM,0.6054923564078911,102.74222198929772
"L,a,R,B",Linear Regression,0.6565360082480366,89.44884657899287
"L,a,R,B",Ridge Regression,0.6690422346883778,86.19183112174494
"L,a,R,B",Lasso Regression,0.6705042029482011,85.8110885178136
"L,a,R,B",Random Forest,0.5944497767367412,105.6180577058823
"L,a,R,B",XGBoost,0.5458128749380069,118.28463956467084
"L,a,R,B",LightGBM,0.5797831250736221,109.43771596976596
"L,a,G,B",Linear Regression,0.6798936605655533,83.36577787668817
"L,a,G,B",Ridge Regression,0.668297874839932,86.38568588230824
"L,a,G,B",Lasso Regression,0.6700526042447308,85.92869905083028
"L,a,G,B",Random Forest,0.6042957295215006,103.05386133823518
"L,a,G,B",XGBoost,0.5429826369980018,119.02172270979538
"L,a,G,B",LightGBM,0.6006824860135416,103.99486380707441
"L,b,H,S",Linear Regression,0.6108491892277447,101.34713392021587
"L,b,H,S",Ridge Regression,0.6313234476784623,96.0149918414053
"L,b,H,S",Lasso Regression,0.6428718543011888,93.0074228471741
"L,b,H,S",Random Forest,0.6377968101599677,94.32912426470591
"L,b,H,S",XGBoost,0.6100721079043327,101.54951038396895
"L,b,H,S",LightGBM,0.6239028732624539,97.94754325408697
"L,b,H,V",Linear Regression,0.6483462466492831,91.58171857244031
"L,b,H,V",Ridge Regression,0.6371116916968491,94.50755070173452
"L,b,H,V",Lasso Regression,0.6413765596297987,93.39684469884861
"L,b,H,V",Random Forest,0.6454232166602054,92.34296769117653
"L,b,H,V",XGBoost,0.628401500702386,96.77595890942838
"L,b,H,V",LightGBM,0.6114543491785294,101.18953119942591
"L,b,H,R",Linear Regression,0.6553513917220182,89.75735805162283
"L,b,H,R",Ridge Regression,0.6498824873540388,91.18163308339922
"L,b,H,R",Lasso Regression,0.6539046044367822,90.13414705139363
"L,b,H,R",Random Forest,0.6367495220016426,94.60187110294119
"L,b,H,R",XGBoost,0.6142915699843385,100.45062949600417
"L,b,H,R",LightGBM,0.6169467771936099,99.75912986867479
"L,b,H,G",Linear Regression,0.6143415158171066,100.43762202727437
"L,b,H,G",Ridge Regression,0.6360664618096503,94.77976150130894
"L,b,H,G",Lasso Regression,0.6473435515924754,91.84285196183703
"L,b,H,G",Random Forest,0.64570068534197,92.27070610294123
"L,b,H,G",XGBoost,0.6034271041232037,103.28007876379574
"L,b,H,G",LightGBM,0.6403427796678303,93.66607357708666
"L,b,H,B",Linear Regression,0.627310240135512,97.06015754849422
"L,b,H,B",Ridge Regression,0.6255181276140819,97.52688012154769
"L,b,H,B",Lasso Regression,0.6406608101153374,93.58324842688268
"L,b,H,B",Random Forest,0.6097845514461782,101.62439914705898
"L,b,H,B",XGBoost,0.6078635211249743,102.12469597758975
"L,b,H,B",LightGBM,0.5695504162541174,112.10263579619244
"L,b,S,V",Linear Regression,0.5771975808784866,110.11107315301591
"L,b,S,V",Ridge Regression,0.6266658456633308,97.22797817500143
"L,b,S,V",Lasso Regression,0.6363446171163605,94.70732109430112
"L,b,S,V",Random Forest,0.6296239530594724,96.45759379411781
"L,b,S,V",XGBoost,0.5747557506570236,110.74700268885306
"L,b,S,V",LightGBM,0.5810790500223004,109.10021627636019
"L,b,S,R",Linear Regression,0.6081024900173517,102.06246094770381
"L,b,S,R",Ridge Regression,0.6377769173127779,94.33430498897116
"L,b,S,R",Lasso Regression,0.639260023963568,93.94805728192586
"L,b,S,R",Random Forest,0.613876524979158,100.55872029411783
"L,b,S,R",XGBoost,0.5427644883666973,119.07853548761653
"L,b,S,R",LightGBM,0.5743648120441827,110.8488154227686
"L,b,S,G",Linear Regression,0.6120623440216809,101.0311901833314
"L,b,S,G",Ridge Regression,0.6246614526901433,97.74998526700581
"L,b,S,G",Lasso Regression,0.6376053719640924,94.37898080345064
"L,b,S,G",Random Forest,0.6305541178991001,96.21534955882366
"L,b,S,G",XGBoost,0.5365920975006149,120.68602057153909
"L,b,S,G",LightGBM,0.5765802099523705,110.27185599657048
"L,b,S,B",Linear Regression,0.6095008464917442,101.69828485721281
"L,b,S,B",Ridge Regression,0.6244469510852577,97.80584824422355
"L,b,S,B",Lasso Regression,0.6350174477918099,95.05295780774675
"L,b,S,B",Random Forest,0.6116690038162051,101.13362836764725
"L,b,S,B",XGBoost,0.5880592253201982,107.28235867174983
"L,b,S,B",LightGBM,0.5188664912809069,125.30232699475015
"L,b,V,R",Linear Regression,0.6080915798239608,102.06530230586134
"L,b,V,R",Ridge Regression,0.6784585304903126,83.73953097163795
"L,b,V,R",Lasso Regression,0.6579707499288758,89.07519463418419
"L,b,V,R",Random Forest,0.6251894069042037,97.6124893529412
"L,b,V,R",XGBoost,0.5535447975226294,116.27100327777877
"L,b,V,R",LightGBM,0.6216580772708789,98.53215886758201
"L,b,V,G",Linear Regression,0.6072984888578191,102.27184818507192
"L,b,V,G",Ridge Regression,0.6603031208291191,88.46777175483959
"L,b,V,G",Lasso Regression,0.655258851261448,89.78145850366052
"L,b,V,G",Random Forest,0.6222182786917285,98.38626476470584
"L,b,V,G",XGBoost,0.5728226262124311,111.25044921022035
"L,b,V,G",LightGBM,0.6256774529822113,97.48538677507705
"L,b,V,B",Linear Regression,0.6305383087569306,96.21946675761718
"L,b,V,B",Ridge Regression,0.6657894790812697,87.03895118162384
"L,b,V,B",Lasso Regression,0.6496138089559875,91.25160540475899
"L,b,V,B",Random Forest,0.5900712733161758,106.75835797058828
"L,b,V,B",XGBoost,0.582032405185269,108.85193255010206
"L,b,V,B",LightGBM,0.5639554266490195,113.5597473968719
"L,b,R,G",Linear Regression,0.6639511566818905,87.51770826304607
"L,b,R,G",Ridge Regression,0.681400921938556,82.97323951882291
"L,b,R,G",Lasso Regression,0.6628452871481375,87.80571153744022
"L,b,R,G",Random Forest,0.6297560818474917,96.42318329411773
"L,b,R,G",XGBoost,0.5694724682049852,112.1229359244603
"L,b,R,G",LightGBM,0.642635467439236,93.06898543497331
"L,b,R,B",Linear Regression,0.6590120364890105,88.80401080123812
"L,b,R,B",Ridge Regression,0.6812470364706067,83.01331614386625
"L,b,R,B",Lasso Regression,0.6571118201510167,89.29888701465747
"L,b,R,B",Random Forest,0.5876878206668765,107.37908414705873
"L,b,R,B",XGBoost,0.5896925471467729,106.85699019939798
"L,b,R,B",LightGBM,0.5622280931228403,114.00959947826719
"L,b,G,B",Linear Regression,0.6415277029152622,93.35748222453533
"L,b,G,B",Ridge Regression,0.6655124182749717,87.11110654623482
"L,b,G,B",Lasso Regression,0.6620030274401841,88.02506250640815
"L,b,G,B",Random Forest,0.5936398554332378,105.82898673529404
"L,b,G,B",XGBoost,0.5569209240491735,115.39175354285403
"L,b,G,B",LightGBM,0.5449344438582491,118.51341069867728
"L,H,S,V",Linear Regression,0.6383603932932317,94.18234945735362
"L,H,S,V",Ridge Regression,0.6351208990799895,95.02601583238106
"L,H,S,V",Lasso Regression,0.6471261194193315,91.89947815137636
"L,H,S,V",Random Forest,0.6232548604109593,98.11630622058858
"L,H,S,V",XGBoost,0.6137853690737742,100.58246016435533
"L,H,S,V",LightGBM,0.5430136763850111,119.01363907531496
"L,H,S,R",Linear Regression,0.6509499787954569,90.90362467360714
"L,H,S,R",Ridge Regression,0.6439081640938424,92.73753512130641
"L,H,S,R",Lasso Regression,0.658829908660335,88.85144262697877
"L,H,S,R",Random Forest,0.6126861461353421,100.86873245588254
"L,H,S,R",XGBoost,0.582718414152255,108.67327419780507
"L,H,S,R",LightGBM,0.5555612886570579,115.74584544335389
"L,H,S,G",Linear Regression,0.6218001992142888,98.49514583501714
"L,H,S,G",Ridge Regression,0.6325179902116227,95.70389532373042
"L,H,S,G",Lasso Regression,0.645607403650315,92.29499959491086
"L,H,S,G",Random Forest,0.6245199792954075,97.78682939705912
"L,H,S,G",XGBoost,0.5951141064554102,105.44504531299654
"L,H,S,G",LightGBM,0.5361910597985065,120.79046342653913
"L,H,S,B",Linear Regression,0.6198002011713621,99.01600834868997
"L,H,S,B",Ridge Regression,0.6253005863154331,97.58353473080723
"L,H,S,B",Lasso Regression,0.6334906395498365,95.45058678624662
"L,H,S,B",Random Forest,0.5943408512942541,105.64642532352941
"L,H,S,B",XGBoost,0.5767222346469295,110.23486829067086
"L,H,S,B",LightGBM,0.5467778380965744,118.03333275057133
"L,H,V,R",Linear Regression,0.5609614638526468,114.33946965383956
"L,H,V,R",Ridge Regression,0.5778427776171917,109.94304359102507
"L,H,V,R",Lasso Regression,0.5494225507449999,117.34456623758743
"L,H,V,R",Random Forest,0.5423667325649172,119.1821236323529
"L,H,V,R",XGBoost,0.5124640724242752,126.96971861597979
"L,H,V,R",LightGBM,0.5719074406197961,111.48879237757639
"L,H,V,G",Linear Regression,0.5762289961541096,110.36332313697382
"L,H,V,G",Ridge Regression,0.5644574657550929,113.42900059355563
"L,H,V,G",Lasso Regression,0.5559451688820461,115.64587093605682
"L,H,V,G",Random Forest,0.5342908701987821,121.28533267647056
"L,H,V,G",XGBoost,0.5253909766200842,123.60314541494596
"L,H,V,G",LightGBM,0.5609829296370232,114.33387928716503
"L,H,V,B",Linear Regression,0.6533858367296257,90.26925050957823
"L,H,V,B",Ridge Regression,0.6264352828902282,97.28802398653727
"L,H,V,B",Lasso Regression,0.6102060049274536,101.51463937982838
"L,H,V,B",Random Forest,0.5872846684955614,107.48407767647066
"L,H,V,B",XGBoost,0.5904845029219354,106.6507399596901
"L,H,V,B",LightGBM,0.560860401888604,114.36578937390837
"L,H,R,G",Linear Regression,0.6543642110616834,90.0144510032933
"L,H,R,G",Ridge Regression,0.5766539477386958,110.25265235340999
"L,H,R,G",Lasso Regression,0.5602363662651175,114.528307914674
"L,H,R,G",Random Forest,0.5611520709519799,114.2898295588236
"L,H,R,G",XGBoost,0.4718982559634115,137.53433551934293
"L,H,R,G",LightGBM,0.56523909236778,113.22544039324562
"L,H,R,B",Linear Regression,0.6584752014967525,88.9438195497936
"L,H,R,B",Ridge Regression,0.6370675917323336,94.51903572215825
"L,H,R,B",Lasso Regression,0.6228262075852309,98.22794092397818
"L,H,R,B",Random Forest,0.5926768899410533,106.07977329411762
"L,H,R,B",XGBoost,0.5773066231814329,110.08267510122273
"L,H,R,B",LightGBM,0.5519736708512879,116.6801741718342
"L,H,G,B",Linear Regression,0.6220727769054148,98.42415801486739
"L,H,G,B",Ridge Regression,0.6184903849464551,99.35712576816312
"L,H,G,B",Lasso Regression,0.5994819548084453,104.30751996363448
"L,H,G,B",Random Forest,0.5922217498438898,106.19830611764725
"L,H,G,B",XGBoost,0.5675776668166497,112.61640191435447
"L,H,G,B",LightGBM,0.544987742177833,118.49953013673814
"L,S,V,R",Linear Regression,0.6165721414330603,99.85669682612343
"L,S,V,R",Ridge Regression,0.6391088224110254,93.98743493082262
"L,S,V,R",Lasso Regression,0.6380607323578721,94.26039060774023
"L,S,V,R",Random Forest,0.6054557874772826,102.75174569117658
"L,S,V,R",XGBoost,0.5504449328640947,117.07830571679881
"L,S,V,R",LightGBM,0.5609960126867348,114.33047204875128
"L,S,V,G",Linear Regression,0.6224748979150749,98.31943303244407
"L,S,V,G",Ridge Regression,0.6322396231554195,95.77639087697885
"L,S,V,G",Lasso Regression,0.6363202439338584,94.7136686390645
"L,S,V,G",Random Forest,0.6058261592113585,102.65528922058829
"L,S,V,G",XGBoost,0.5527343229738902,116.48207638968363
"L,S,V,G",LightGBM,0.5428075649933901,119.06731697660892
"L,S,V,B",Linear Regression,0.5893751678952306,106.93964575765243
"L,S,V,B",Ridge Regression,0.6331648406741958,95.5354350799328
"L,S,V,B",Lasso Regression,0.6342242700156672,95.25952629501715
"L,S,V,B",Random Forest,0.6086032007747721,101.93206008823529
"L,S,V,B",XGBoost,0.53410609290997,121.33345450511968
"L,S,V,B",LightGBM,0.47538525875369375,136.62621011144364
"L,S,R,G",Linear Regression,0.6547422417205743,89.91599990733765
"L,S,R,G",Ridge Regression,0.6387232261106257,94.08785635823322
"L,S,R,G",Lasso Regression,0.6393580646193353,93.92252440573847
"L,S,R,G",Random Forest,0.6073756899488353,102.25174258823537
"L,S,R,G",XGBoost,0.5760930306121154,110.39873284861153
"L,S,R,G",LightGBM,0.5375910434297984,120.42586357311707
"L,S,R,B",Linear Regression,0.618125995404849,99.45202428732331
"L,S,R,B",Ridge Regression,0.636633478419073,94.63209250857034
"L,S,R,B",Lasso Regression,0.6368675873046601,94.5711231775996
"L,S,R,B",Random Forest,0.5826709181746214,108.68564364705885
"L,S,R,B",XGBoost,0.5083524926832111,128.04050354333054
"L,S,R,B",LightGBM,0.489752243294322,132.88459460927047
"L,S,G,B",Linear Regression,0.6140719187906539,100.50783358841738
"L,S,G,B",Ridge Regression,0.6331275305182331,95.5451518202511
"L,S,G,B",Lasso Regression,0.6362447809386069,94.73332158099362
"L,S,G,B",Random Forest,0.6081513858151195,102.04972694117646
"L,S,G,B",XGBoost,0.5230372931435727,124.21611876074584
"L,S,G,B",LightGBM,0.47178770334732034,137.56312690427154
"L,V,R,G",Linear Regression,0.5706762955142222,111.80942135851622
"L,V,R,G",Ridge Regression,0.6197573105329219,99.02717842249575
"L,V,R,G",Lasso Regression,0.6004426423712335,104.05732664940712
"L,V,R,G",Random Forest,0.5520566805203542,116.65855583823534
"L,V,R,G",XGBoost,0.5234576419119181,124.10664669557357
"L,V,R,G",LightGBM,0.565139411557942,113.25140041723702
"L,V,R,B",Linear Regression,0.6443244927542622,92.62911001891834
"L,V,R,B",Ridge Regression,0.6882098075612542,81.19999114325968
"L,V,R,B",Lasso Regression,0.6682893654653101,86.38790199160445
"L,V,R,B",Random Forest,0.5829276681315716,108.618777867647
"L,V,R,B",XGBoost,0.49553200977883727,131.37936128656116
"L,V,R,B",LightGBM,0.527370523031764,123.08760915051501
"L,V,G,B",Linear Regression,0.6261696483254642,97.35720359779275
"L,V,G,B",Ridge Regression,0.6767102399682414,84.19484091515362
"L,V,G,B",Lasso Regression,0.6642142882052726,87.44918052264147
"L,V,G,B",Random Forest,0.571696437796696,111.54374416176472
"L,V,G,B",XGBoost,0.5053178678276528,128.83081548183986
"L,V,G,B",LightGBM,0.5060701463698606,128.6348984438896
"L,R,G,B",Linear Regression,0.6837919010381064,82.350553217536
"L,R,G,B",Ridge Regression,0.6890613734601327,80.9782165489211
"L,R,G,B",Lasso Regression,0.6740239430951269,84.89443727063525
"L,R,G,B",Random Forest,0.588124283786364,107.26541539705877
"L,R,G,B",XGBoost,0.48588309315987865,133.89224322769346
"L,R,G,B",LightGBM,0.5408744236909802,119.5707678882831
"a,b,H,S",Linear Regression,0.6453718000571341,92.35635819483976
"a,b,H,S",Ridge Regression,0.6451204795973038,92.42180996210902
"a,b,H,S",Lasso Regression,0.6556282572953014,89.68525353184103
"a,b,H,S",Random Forest,0.6441429310920965,92.67639439705894
"a,b,H,S",XGBoost,0.5779822916250836,109.90670974704952
"a,b,H,S",LightGBM,0.6590397859277073,88.7967839729701
"a,b,H,V",Linear Regression,0.6347251087621275,95.12909210316946
"a,b,H,V",Ridge Regression,0.6423088137945542,93.154056337453
"a,b,H,V",Lasso Regression,0.6617606467287791,88.088186081481
"a,b,H,V",Random Forest,0.6393572610655301,93.92273367647066
"a,b,H,V",XGBoost,0.6063112764991083,102.5289493919984
"a,b,H,V",LightGBM,0.6186506924075046,99.3153766537487
"a,b,H,R",Linear Regression,0.6327762796814741,95.63662860664647
"a,b,H,R",Ridge Regression,0.6411654293540658,93.45182967571871
"a,b,H,R",Lasso Regression,0.6606617029215973,88.37438567843478
"a,b,H,R",Random Forest,0.6445333940291118,92.5747055441177
"a,b,H,R",XGBoost,0.5368057350533014,120.6303826207417
"a,b,H,R",LightGBM,0.6179212867523465,99.50533687114817
"a,b,H,G",Linear Regression,0.63634390082035,94.70750764035392
"a,b,H,G",Ridge Regression,0.6435858152425309,92.8214849199412
"a,b,H,G",Lasso Regression,0.662280602435289,87.95277323082894
"a,b,H,G",Random Forest,0.6456019781781679,92.2964125588237
"a,b,H,G",XGBoost,0.5921127555797268,106.22669165862747
"a,b,H,G",LightGBM,0.6021944045843071,103.60111256815561
"a,b,H,B",Linear Regression,0.6329068615367319,95.60262097668392
"a,b,H,B",Ridge Regression,0.6392993735430306,93.93780941146252
"a,b,H,B",Lasso Regression,0.651949818838887,90.64323481966025
"a,b,H,B",Random Forest,0.5903043487638646,106.6976577794116
"a,b,H,B",XGBoost,0.5273998159686766,123.07998034667338
"a,b,H,B",LightGBM,0.5491379960523389,117.41867324635226
"a,b,S,V",Linear Regression,0.6230788735902899,98.16213873433098
"a,b,S,V",Ridge Regression,0.6491018911131737,91.38492494241802
"a,b,S,V",Lasso Regression,0.6481697605694278,91.62768110900721
"a,b,S,V",Random Forest,0.6216103191460143,98.54459658823542
"a,b,S,V",XGBoost,0.5586740617052981,114.93518125288952
"a,b,S,V",LightGBM,0.6143684580532784,100.43060541998015
"a,b,S,R",Linear Regression,0.612191704421011,100.99750065898259
"a,b,S,R",Ridge Regression,0.6442237185178439,92.65535480564697
"a,b,S,R",Lasso Regression,0.642904218188507,92.99899427107603
"a,b,S,R",Random Forest,0.6213532044663264,98.61155735294118
"a,b,S,R",XGBoost,0.5288073869725542,122.71340450233913
"a,b,S,R",LightGBM,0.6145905255773971,100.37277203897926
"a,b,S,G",Linear Regression,0.619181390673687,99.17716610204181
"a,b,S,G",Ridge Regression,0.6470098197503892,91.92976624996668
"a,b,S,G",Lasso Regression,0.6462743011403165,92.12131847345535
"a,b,S,G",Random Forest,0.6450410554993604,92.44249450000008
"a,b,S,G",XGBoost,0.5599423118666114,114.60488894619257
"a,b,S,G",LightGBM,0.6028145503912992,103.43960705817976
"a,b,S,B",Linear Regression,0.6220471475813192,98.43083269848493
"a,b,S,B",Ridge Regression,0.642659931627288,93.06261418949698
"a,b,S,B",Lasso Regression,0.6357924062137508,94.85113421443292
"a,b,S,B",Random Forest,0.5875432566912531,107.41673316176455
"a,b,S,B",XGBoost,0.4943764649708,131.6803015677302
"a,b,S,B",LightGBM,0.5572795756650026,115.29834936037781
"a,b,V,R",Linear Regression,0.6115469953857969,101.16540320761597
"a,b,V,R",Ridge Regression,0.6656086213738462,87.08605222776679
"a,b,V,R",Lasso Regression,0.6781765512765701,83.81296724453473
"a,b,V,R",Random Forest,0.626546225690725,97.25913098529405
"a,b,V,R",XGBoost,0.5611457630055763,114.29147234684109
"a,b,V,R",LightGBM,0.6390379849293992,94.00588324324603
"a,b,V,G",Linear Regression,0.6134076074725546,100.68084118921492
"a,b,V,G",Ridge Regression,0.6664383115251633,86.86997476743478
"a,b,V,G",Lasso Regression,0.6784605046825471,83.73901682976997
"a,b,V,G",Random Forest,0.6307314297302905,96.16917197058831
"a,b,V,G",XGBoost,0.5540986941799364,116.12675113400283
"a,b,V,G",LightGBM,0.6512602885362702,90.8228102387187
"a,b,V,B",Linear Regression,0.6497711013987,91.2106414961278
"a,b,V,B",Ridge Regression,0.6649723030038343,87.25176958277761
"a,b,V,B",Lasso Regression,0.6801401637191936,83.30158068775218
"a,b,V,B",Random Forest,0.6159501606542326,100.01868022058831
"a,b,V,B",XGBoost,0.5519438440631721,116.68794200735168
"a,b,V,B",LightGBM,0.5753629284017755,110.58887447092994
"a,b,R,G",Linear Regression,0.6401330892672183,93.72068356510242
"a,b,R,G",Ridge Regression,0.6638945284731181,87.53245603306026
"a,b,R,G",Lasso Regression,0.6761272623437703,84.34666665916922
"a,b,R,G",Random Forest,0.6412063529477474,93.44117188235292
"a,b,R,G",XGBoost,0.5263187932933557,123.3615127161656
"a,b,R,G",LightGBM,0.606190435915235,102.56042008792858
"a,b,R,B",Linear Regression,0.6527279197570766,90.44059282129797
"a,b,R,B",Ridge Regression,0.66218227106642,87.97838181786886
"a,b,R,B",Lasso Regression,0.6729289392385565,85.17961078029538
"a,b,R,B",Random Forest,0.6227371479748424,98.25113485294114
"a,b,R,B",XGBoost,0.5295321180792754,122.52466168465553
"a,b,R,B",LightGBM,0.5712033671073274,111.67215530676117
"a,b,G,B",Linear Regression,0.6519744203746743,90.63682780450554
"a,b,G,B",Ridge Regression,0.6641121518329163,87.47578005249154
"a,b,G,B",Lasso Regression,0.6781061271702393,83.83130790100505
"a,b,G,B",Random Forest,0.6220515210071358,98.42969372058829
"a,b,G,B",XGBoost,0.5694530069274055,112.12800425439957
"a,b,G,B",LightGBM,0.6059959029765605,102.61108259521882
"a,H,S,V",Linear Regression,0.6388746206494568,94.04842844962565
"a,H,S,V",Ridge Regression,0.6457699413652758,92.2526696520989
