Model,Feature_Groups,MAE,MSE,R² Score
ARDRegression,"('Lab', 'RGB', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.653727186,50.8661464,0.675581194
ARDRegression,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.653727186,50.8661464,0.675581194
ARDRegression,"('HSV', 'RGB', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.653727186,50.8661464,0.675581194
ARDRegression,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.653727186,50.8661464,0.675581194
ARDRegression,"('RGB', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.653727186,50.8661464,0.675581194
ARDRegression,"('Lab', 'HSV', 'RGB', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.653727186,50.8661464,0.675581194
ARDRegression,"('Lab', 'HSV', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.653727186,50.8661464,0.675581194
ARDRegression,"('Lab', 'RGB', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.653727186,50.8661464,0.675581194
ARDRegression,"('HSV', 'RGB', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.653727186,50.8661464,0.675581194
ARDRegression,"('Lab', 'HSV', 'RGB', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.653727186,50.8661464,0.675581194
RANSACRegressor,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Brightness', 'Chroma')",5.572359197,50.85224548,0.675669853
RANSACRegressor,"('HSV', 'GLCM', 'LBP', 'Yellow', 'Magenta', 'Brightness')",5.680197442,50.85156605,0.675674186
RANSACRegressor,"('GLCM', 'LBP', 'Chroma')",5.810130617,50.82975961,0.675813265
RANSACRegressor,"('Lab', 'HSV', 'RGB', 'GLCM', 'Temp', 'Magenta', 'Brightness')",5.675800313,50.82898898,0.67581818
PassiveAggressiveRegressor,"('Lab', 'GLCM', 'LBP', 'Yellow', 'Brightness')",5.862228673,50.79986552,0.676003927
RANSACRegressor,"('Lab', 'HSV', 'RGB', 'LBP', 'Yellow')",5.669003803,50.79921951,0.676008047
HuberRegressor,"('Temp', 'Yellow', 'Brightness', 'Chroma')",5.653153419,50.76113712,0.676250932
HuberRegressor,"('Lab', 'Temp', 'Yellow', 'Brightness', 'Chroma')",5.653153419,50.76113712,0.676250932
HuberRegressor,"('HSV', 'Temp', 'Yellow', 'Brightness', 'Chroma')",5.653153419,50.76113712,0.676250932
HuberRegressor,"('RGB', 'Temp', 'Yellow', 'Brightness', 'Chroma')",5.653153419,50.76113712,0.676250932
HuberRegressor,"('GLCM', 'Temp', 'Yellow', 'Brightness', 'Chroma')",5.653153419,50.76113712,0.676250932
HuberRegressor,"('Lab', 'HSV', 'Temp', 'Yellow', 'Brightness', 'Chroma')",5.653153419,50.76113712,0.676250932
HuberRegressor,"('Lab', 'RGB', 'Temp', 'Yellow', 'Brightness', 'Chroma')",5.653153419,50.76113712,0.676250932
HuberRegressor,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Brightness', 'Chroma')",5.653153419,50.76113712,0.676250932
HuberRegressor,"('HSV', 'RGB', 'Temp', 'Yellow', 'Brightness', 'Chroma')",5.653153419,50.76113712,0.676250932
HuberRegressor,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Brightness', 'Chroma')",5.653153419,50.76113712,0.676250932
HuberRegressor,"('RGB', 'GLCM', 'Temp', 'Yellow', 'Brightness', 'Chroma')",5.653153419,50.76113712,0.676250932
HuberRegressor,"('Lab', 'HSV', 'RGB', 'Temp', 'Yellow', 'Brightness', 'Chroma')",5.653153419,50.76113712,0.676250932
HuberRegressor,"('Lab', 'HSV', 'GLCM', 'Temp', 'Yellow', 'Brightness', 'Chroma')",5.653153419,50.76113712,0.676250932
HuberRegressor,"('Lab', 'RGB', 'GLCM', 'Temp', 'Yellow', 'Brightness', 'Chroma')",5.653153419,50.76113712,0.676250932
HuberRegressor,"('HSV', 'RGB', 'GLCM', 'Temp', 'Yellow', 'Brightness', 'Chroma')",5.653153419,50.76113712,0.676250932
HuberRegressor,"('Lab', 'HSV', 'RGB', 'GLCM', 'Temp', 'Yellow', 'Brightness', 'Chroma')",5.653153419,50.76113712,0.676250932
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Chroma')",5.449406661,50.75616409,0.67628265
RANSACRegressor,"('Lab', 'RGB', 'LBP', 'Cyan', 'Magenta')",6.062683251,50.75274865,0.676304433
PassiveAggressiveRegressor,"('Lab', 'RGB', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Chroma')",5.878355703,50.75187659,0.676309995
BayesianRidge,"('Temp', 'Yellow', 'Magenta', 'Chroma')",5.644579938,50.75156744,0.676311967
BayesianRidge,"('Lab', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.644579938,50.75156744,0.676311967
BayesianRidge,"('HSV', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.644579938,50.75156744,0.676311967
BayesianRidge,"('RGB', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.644579938,50.75156744,0.676311967
BayesianRidge,"('GLCM', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.644579938,50.75156744,0.676311967
BayesianRidge,"('Lab', 'HSV', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.644579938,50.75156744,0.676311967
BayesianRidge,"('Lab', 'RGB', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.644579938,50.75156744,0.676311967
BayesianRidge,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.644579938,50.75156744,0.676311967
BayesianRidge,"('HSV', 'RGB', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.644579938,50.75156744,0.676311967
BayesianRidge,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.644579938,50.75156744,0.676311967
BayesianRidge,"('RGB', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.644579938,50.75156744,0.676311967
BayesianRidge,"('Lab', 'HSV', 'RGB', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.644579938,50.75156744,0.676311967
BayesianRidge,"('Lab', 'HSV', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.644579938,50.75156744,0.676311967
BayesianRidge,"('Lab', 'RGB', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.644579938,50.75156744,0.676311967
BayesianRidge,"('HSV', 'RGB', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.644579938,50.75156744,0.676311967
BayesianRidge,"('Lab', 'HSV', 'RGB', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.644579938,50.75156744,0.676311967
RANSACRegressor,"('HSV', 'Temp', 'Magenta', 'Brightness', 'Chroma')",5.738590218,50.70273852,0.676623392
PassiveAggressiveRegressor,"('Lab', 'RGB', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness')",5.906318283,50.69454631,0.676675641
RANSACRegressor,"('Lab', 'LBP', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.630851557,50.68474938,0.676738125
RANSACRegressor,"('GLCM', 'Temp', 'Yellow')",5.628304849,50.62351336,0.677128682
RANSACRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Chroma')",5.645968533,50.6221433,0.67713742
RANSACRegressor,"('GLCM', 'Temp', 'Cyan', 'Brightness', 'Chroma')",5.536400254,50.60707232,0.677233541
PassiveAggressiveRegressor,"('RGB', 'GLCM', 'LBP', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",5.283797628,50.59550848,0.677307294
RANSACRegressor,"('Lab', 'LBP', 'Brightness')",5.604483322,50.57278997,0.67745219
LinearRegression,"('Temp', 'Cyan', 'Brightness', 'Chroma')",5.702796588,50.55995159,0.677534072
LinearRegression,"('Lab', 'Temp', 'Cyan', 'Brightness', 'Chroma')",5.702796588,50.55995159,0.677534072
LinearRegression,"('HSV', 'Temp', 'Cyan', 'Brightness', 'Chroma')",5.702796588,50.55995159,0.677534072
LinearRegression,"('RGB', 'Temp', 'Cyan', 'Brightness', 'Chroma')",5.702796588,50.55995159,0.677534072
LinearRegression,"('GLCM', 'Temp', 'Cyan', 'Brightness', 'Chroma')",5.702796588,50.55995159,0.677534072
LinearRegression,"('Lab', 'HSV', 'Temp', 'Cyan', 'Brightness', 'Chroma')",5.702796588,50.55995159,0.677534072
LinearRegression,"('Lab', 'RGB', 'Temp', 'Cyan', 'Brightness', 'Chroma')",5.702796588,50.55995159,0.677534072
LinearRegression,"('Lab', 'GLCM', 'Temp', 'Cyan', 'Brightness', 'Chroma')",5.702796588,50.55995159,0.677534072
LinearRegression,"('HSV', 'RGB', 'Temp', 'Cyan', 'Brightness', 'Chroma')",5.702796588,50.55995159,0.677534072
LinearRegression,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Brightness', 'Chroma')",5.702796588,50.55995159,0.677534072
LinearRegression,"('RGB', 'GLCM', 'Temp', 'Cyan', 'Brightness', 'Chroma')",5.702796588,50.55995159,0.677534072
LinearRegression,"('Lab', 'HSV', 'RGB', 'Temp', 'Cyan', 'Brightness', 'Chroma')",5.702796588,50.55995159,0.677534072
LinearRegression,"('Lab', 'HSV', 'GLCM', 'Temp', 'Cyan', 'Brightness', 'Chroma')",5.702796588,50.55995159,0.677534072
LinearRegression,"('Lab', 'RGB', 'GLCM', 'Temp', 'Cyan', 'Brightness', 'Chroma')",5.702796588,50.55995159,0.677534072
LinearRegression,"('HSV', 'RGB', 'GLCM', 'Temp', 'Cyan', 'Brightness', 'Chroma')",5.702796588,50.55995159,0.677534072
LinearRegression,"('Lab', 'HSV', 'RGB', 'GLCM', 'Temp', 'Cyan', 'Brightness', 'Chroma')",5.702796588,50.55995159,0.677534072
RANSACRegressor,"('Lab', 'HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",5.467012303,50.55035536,0.677595276
PassiveAggressiveRegressor,"('HSV', 'RGB', 'GLCM', 'LBP')",5.696726697,50.54276828,0.677643665
RANSACRegressor,"('RGB', 'Temp', 'Yellow', 'Chroma')",5.801794765,50.49074492,0.677975465
HuberRegressor,"('Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.656869115,50.48478091,0.678013502
HuberRegressor,"('Lab', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.656869115,50.48478091,0.678013502
HuberRegressor,"('HSV', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.656869115,50.48478091,0.678013502
HuberRegressor,"('RGB', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.656869115,50.48478091,0.678013502
HuberRegressor,"('GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.656869115,50.48478091,0.678013502
HuberRegressor,"('Lab', 'HSV', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.656869115,50.48478091,0.678013502
HuberRegressor,"('Lab', 'RGB', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.656869115,50.48478091,0.678013502
HuberRegressor,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.656869115,50.48478091,0.678013502
HuberRegressor,"('HSV', 'RGB', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.656869115,50.48478091,0.678013502
HuberRegressor,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.656869115,50.48478091,0.678013502
HuberRegressor,"('RGB', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.656869115,50.48478091,0.678013502
HuberRegressor,"('Lab', 'HSV', 'RGB', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.656869115,50.48478091,0.678013502
HuberRegressor,"('Lab', 'HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.656869115,50.48478091,0.678013502
HuberRegressor,"('Lab', 'RGB', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.656869115,50.48478091,0.678013502
HuberRegressor,"('HSV', 'RGB', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.656869115,50.48478091,0.678013502
HuberRegressor,"('Lab', 'HSV', 'RGB', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.656869115,50.48478091,0.678013502
HuberRegressor,"('Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",5.6568539,50.48456756,0.678014863
HuberRegressor,"('Lab', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",5.6568539,50.48456756,0.678014863
HuberRegressor,"('HSV', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",5.6568539,50.48456756,0.678014863
HuberRegressor,"('RGB', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",5.6568539,50.48456756,0.678014863
HuberRegressor,"('GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",5.6568539,50.48456756,0.678014863
HuberRegressor,"('Lab', 'HSV', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",5.6568539,50.48456756,0.678014863
HuberRegressor,"('Lab', 'RGB', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",5.6568539,50.48456756,0.678014863
HuberRegressor,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",5.6568539,50.48456756,0.678014863
HuberRegressor,"('HSV', 'RGB', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",5.6568539,50.48456756,0.678014863
HuberRegressor,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",5.6568539,50.48456756,0.678014863
HuberRegressor,"('RGB', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",5.6568539,50.48456756,0.678014863
HuberRegressor,"('Lab', 'HSV', 'RGB', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",5.6568539,50.48456756,0.678014863
HuberRegressor,"('Lab', 'HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",5.6568539,50.48456756,0.678014863
HuberRegressor,"('Lab', 'RGB', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",5.6568539,50.48456756,0.678014863
HuberRegressor,"('HSV', 'RGB', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",5.6568539,50.48456756,0.678014863
HuberRegressor,"('Lab', 'HSV', 'RGB', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",5.6568539,50.48456756,0.678014863
RANSACRegressor,"('Lab', 'RGB', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",5.607855419,50.47792671,0.678057218
HuberRegressor,"('Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.654505981,50.46541758,0.678137
HuberRegressor,"('Lab', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.654505981,50.46541758,0.678137
HuberRegressor,"('HSV', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.654505981,50.46541758,0.678137
HuberRegressor,"('RGB', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.654505981,50.46541758,0.678137
HuberRegressor,"('GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.654505981,50.46541758,0.678137
HuberRegressor,"('Lab', 'HSV', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.654505981,50.46541758,0.678137
HuberRegressor,"('Lab', 'RGB', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.654505981,50.46541758,0.678137
HuberRegressor,"('Lab', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.654505981,50.46541758,0.678137
HuberRegressor,"('HSV', 'RGB', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.654505981,50.46541758,0.678137
HuberRegressor,"('HSV', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.654505981,50.46541758,0.678137
HuberRegressor,"('RGB', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.654505981,50.46541758,0.678137
HuberRegressor,"('Lab', 'HSV', 'RGB', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.654505981,50.46541758,0.678137
HuberRegressor,"('Lab', 'HSV', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.654505981,50.46541758,0.678137
HuberRegressor,"('Lab', 'RGB', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.654505981,50.46541758,0.678137
HuberRegressor,"('HSV', 'RGB', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.654505981,50.46541758,0.678137
HuberRegressor,"('Lab', 'HSV', 'RGB', 'GLCM', 'Temp', 'Cyan', 'Magenta', 'Brightness', 'Chroma')",5.654505981,50.46541758,0.678137
PassiveAggressiveRegressor,"('Lab', 'RGB', 'LBP', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.441725791,50.4630904,0.678151842
RANSACRegressor,"('HSV', 'RGB', 'GLCM', 'LBP', 'Yellow', 'Magenta', 'Chroma')",5.612278924,50.46212518,0.678157998
PassiveAggressiveRegressor,"('Lab', 'GLCM', 'LBP', 'Yellow', 'Chroma')",5.699176268,50.46164152,0.678161083
HuberRegressor,"('Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",5.653539207,50.44808871,0.678247521
HuberRegressor,"('Lab', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",5.653539207,50.44808871,0.678247521
HuberRegressor,"('HSV', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",5.653539207,50.44808871,0.678247521
HuberRegressor,"('RGB', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",5.653539207,50.44808871,0.678247521
HuberRegressor,"('GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",5.653539207,50.44808871,0.678247521
HuberRegressor,"('Lab', 'HSV', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",5.653539207,50.44808871,0.678247521
HuberRegressor,"('Lab', 'RGB', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",5.653539207,50.44808871,0.678247521
HuberRegressor,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",5.653539207,50.44808871,0.678247521
HuberRegressor,"('HSV', 'RGB', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",5.653539207,50.44808871,0.678247521
HuberRegressor,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",5.653539207,50.44808871,0.678247521
HuberRegressor,"('RGB', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",5.653539207,50.44808871,0.678247521
HuberRegressor,"('Lab', 'HSV', 'RGB', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",5.653539207,50.44808871,0.678247521
HuberRegressor,"('Lab', 'HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",5.653539207,50.44808871,0.678247521
HuberRegressor,"('Lab', 'RGB', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",5.653539207,50.44808871,0.678247521
HuberRegressor,"('HSV', 'RGB', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",5.653539207,50.44808871,0.678247521
HuberRegressor,"('Lab', 'HSV', 'RGB', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness', 'Chroma')",5.653539207,50.44808871,0.678247521
PassiveAggressiveRegressor,"('GLCM', 'Temp', 'Yellow', 'Cyan', 'Brightness')",5.674955768,50.44781074,0.678249294
PassiveAggressiveRegressor,"('Lab', 'HSV', 'LBP', 'Yellow', 'Cyan', 'Brightness')",5.761075308,50.44332303,0.678277916
PassiveAggressiveRegressor,"('Lab', 'HSV', 'GLCM', 'LBP', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",5.836429184,50.43217715,0.678349003
RANSACRegressor,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",5.637184412,50.42651262,0.678385131
PassiveAggressiveRegressor,"('Lab', 'HSV', 'GLCM', 'LBP', 'Magenta', 'Chroma')",5.909516488,50.40909021,0.67849625
PassiveAggressiveRegressor,"('Lab', 'HSV', 'Temp', 'Cyan', 'Brightness')",5.573720543,50.40672463,0.678511337
RANSACRegressor,"('Lab', 'HSV', 'Temp', 'Brightness', 'Chroma')",5.552848475,50.40471805,0.678524135
RANSACRegressor,"('RGB', 'GLCM', 'LBP', 'Magenta', 'Brightness')",5.282531475,50.40097506,0.678548007
HuberRegressor,"('Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",5.646799094,50.39595671,0.678580014
HuberRegressor,"('Lab', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",5.646799094,50.39595671,0.678580014
HuberRegressor,"('HSV', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",5.646799094,50.39595671,0.678580014
HuberRegressor,"('RGB', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",5.646799094,50.39595671,0.678580014
HuberRegressor,"('GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",5.646799094,50.39595671,0.678580014
HuberRegressor,"('Lab', 'HSV', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",5.646799094,50.39595671,0.678580014
HuberRegressor,"('Lab', 'RGB', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",5.646799094,50.39595671,0.678580014
HuberRegressor,"('Lab', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",5.646799094,50.39595671,0.678580014
HuberRegressor,"('HSV', 'RGB', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",5.646799094,50.39595671,0.678580014
HuberRegressor,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",5.646799094,50.39595671,0.678580014
HuberRegressor,"('RGB', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",5.646799094,50.39595671,0.678580014
HuberRegressor,"('Lab', 'HSV', 'RGB', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",5.646799094,50.39595671,0.678580014
HuberRegressor,"('Lab', 'HSV', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",5.646799094,50.39595671,0.678580014
HuberRegressor,"('Lab', 'RGB', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",5.646799094,50.39595671,0.678580014
HuberRegressor,"('HSV', 'RGB', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",5.646799094,50.39595671,0.678580014
HuberRegressor,"('Lab', 'HSV', 'RGB', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",5.646799094,50.39595671,0.678580014
PassiveAggressiveRegressor,"('Lab', 'HSV', 'RGB', 'Temp', 'Yellow', 'Cyan', 'Magenta', 'Chroma')",5.559849499,50.37942997,0.678685419
PassiveAggressiveRegressor,"('LBP', 'Cyan', 'Magenta')",5.984677376,50.37339014,0.678723941
PassiveAggressiveRegressor,"('RGB', 'LBP', 'Temp', 'Yellow', 'Brightness', 'Chroma')",5.792244821,50.36119954,0.678801691
RANSACRegressor,"('Lab', 'Temp', 'Magenta', 'Brightness')",5.692742467,50.30875419,0.679136182
Ridge,"('LBP',)",5.702888947,50.3041172,0.679165756
Ridge,"('Lab', 'LBP')",5.702888947,50.3041172,0.679165756
Ridge,"('HSV', 'LBP')",5.702888947,50.3041172,0.679165756
Ridge,"('RGB', 'LBP')",5.702888947,50.3041172,0.679165756
Ridge,"('GLCM', 'LBP')",5.702888947,50.3041172,0.679165756
Ridge,"('Lab', 'HSV', 'LBP')",5.702888947,50.3041172,0.679165756
Ridge,"('Lab', 'RGB', 'LBP')",5.702888947,50.3041172,0.679165756
Ridge,"('Lab', 'GLCM', 'LBP')",5.702888947,50.3041172,0.679165756
Ridge,"('HSV', 'RGB', 'LBP')",5.702888947,50.3041172,0.679165756
Ridge,"('HSV', 'GLCM', 'LBP')",5.702888947,50.3041172,0.679165756
Ridge,"('RGB', 'GLCM', 'LBP')",5.702888947,50.3041172,0.679165756
Ridge,"('Lab', 'HSV', 'RGB', 'LBP')",5.702888947,50.3041172,0.679165756
Ridge,"('Lab', 'HSV', 'GLCM', 'LBP')",5.702888947,50.3041172,0.679165756
Ridge,"('Lab', 'RGB', 'GLCM', 'LBP')",5.702888947,50.3041172,0.679165756
Ridge,"('HSV', 'RGB', 'GLCM', 'LBP')",5.702888947,50.3041172,0.679165756
Ridge,"('Lab', 'HSV', 'RGB', 'GLCM', 'LBP')",5.702888947,50.3041172,0.679165756
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'Temp', 'Brightness', 'Chroma')",5.669729681,50.30410995,0.679165802
RANSACRegressor,"('Lab', 'HSV', 'Temp', 'Yellow', 'Cyan', 'Brightness')",5.437860104,50.28816662,0.679267487
RANSACRegressor,"('HSV', 'RGB', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.535661605,50.28030732,0.679317613
PassiveAggressiveRegressor,"('RGB', 'GLCM', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",5.670952284,50.27227006,0.679368874
RANSACRegressor,"('Lab', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.763341952,50.27014559,0.679382423
PassiveAggressiveRegressor,"('Lab', 'Temp', 'Yellow', 'Magenta', 'Brightness', 'Chroma')",5.471195996,50.24179405,0.679563246
RANSACRegressor,"('Lab', 'HSV', 'RGB', 'LBP', 'Brightness', 'Chroma')",6.033557339,50.24017455,0.679573575
RANSACRegressor,"('HSV', 'RGB', 'GLCM', 'Temp', 'Yellow', 'Brightness')",5.566947029,50.23474338,0.679608215
PassiveAggressiveRegressor,"('HSV', 'GLCM', 'Temp', 'Yellow', 'Brightness')",5.445736044,50.22983229,0.679639537
LinearRegression,"('Temp', 'Yellow', 'Magenta', 'Chroma')",5.61721787,50.22326776,0.679681405
LinearRegression,"('Lab', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.61721787,50.22326776,0.679681405
LinearRegression,"('HSV', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.61721787,50.22326776,0.679681405
LinearRegression,"('RGB', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.61721787,50.22326776,0.679681405
LinearRegression,"('GLCM', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.61721787,50.22326776,0.679681405
LinearRegression,"('Lab', 'HSV', 'Temp', 'Yellow', 'Magenta', 'Chroma')",5.61721787,50.22326776,0.679681405
