Filename,GLCM_contrast,GLCM_dissimilarity,GLCM_homogeneity,GLCM_energy,GLCM_correlation,GLCM_ASM,LBP_0,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9,HOG_0,HOG_1,HOG_2,HOG_3,HOG_4,HOG_5,HOG_6,HOG_7,HOG_8,HOG_9
7_15_2.png,9.389460452458664,1.0435158575732577,0.7120810032076579,0.26610188362295106,0.9933253880895236,0.07081021246768258,406181.0,915797.0,278683.0,1234671.0,878859.0,1960769.0,988136.0,1296255.0,8050822.0,1838147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_20_7.png,20.325306436282776,1.5178260957282736,0.6746936483768707,0.23998345360154022,0.9907903599590928,0.0575920580025226,456426.0,981448.0,324162.0,1294418.0,1037211.0,1976757.0,1056268.0,1339468.0,7440611.0,1941551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_15_1.png,31.854752564470434,2.392230147770884,0.5304866252173199,0.06952632298721884,0.987410679098072,0.004833909588123074,681294.0,1327900.0,502943.0,1689238.0,1510834.0,2483390.0,1412537.0,1715232.0,3925332.0,2599620.0,0.24021608142003337,0.1044811703000998,0.11459525625747005,0.08268254237899268,0.10548468262093208,0.098407275701461,0.24021608142003337,0.24021608142003337,0.1938478215303503,0.24021608142003337
5_5_8.png,34.86321800688641,1.954485581578853,0.6746884317362698,0.31798155813622925,0.9925924525284822,0.10111227131474415,457337.0,905680.0,345180.0,1161247.0,1090555.0,1710316.0,973201.0,1179242.0,8250049.0,1775513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_10_5.png,30.220305774990138,2.0553641480757507,0.6113356957377416,0.17694510399930352,0.9941783943190106,0.03130956982932434,546249.0,1086349.0,408599.0,1411509.0,1318738.0,2109977.0,1176106.0,1417467.0,6240894.0,2132432.0,0.28125238138896963,0.09025622147887112,0.05304950780876785,0.11357531065870602,0.11305243912109252,0.04772993265155168,0.13748231431544275,0.0,0.07017517241641089,0.28125238138896963
3_5_6.png,26.02652747390696,1.711817859832861,0.6631021269686747,0.23042494001680536,0.9936886394774292,0.05309565298174835,475423.0,998355.0,340844.0,1308984.0,1081601.0,1985644.0,1068245.0,1339490.0,7272332.0,1977402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0_20_2.png,33.726256568092964,2.2882787561421756,0.5529305291815271,0.07761015497580713,0.9894573920785453,0.006023336155368799,655703.0,1333493.0,454883.0,1659563.0,1385773.0,2474952.0,1404943.0,1736838.0,4105147.0,2637025.0,0.16916607014639645,0.0,0.052846144951430474,0.033620777855698177,0.13701552019542265,0.07539932477461467,0.0803534960665609,0.06963091252143794,0.03938919307860632,0.2742489157911027
0_15_6.png,36.65592394910512,2.086441483447509,0.6622308450528511,0.31302160479696667,0.9931790660747611,0.09798252506966838,457249.0,896752.0,355037.0,1197407.0,1221997.0,1770835.0,975808.0,1158869.0,8080470.0,1733896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5_10_2.png,23.838255891108638,1.7608520363329867,0.6392508739418586,0.22572105348864296,0.9937296840332596,0.05094999398802282,519992.0,1032802.0,380811.0,1310124.0,1175842.0,1960387.0,1121221.0,1351684.0,6946296.0,2049161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_20_9.png,19.26983356721423,1.5457415556292815,0.6712904284064427,0.2764539428452932,0.9908242397094618,0.07642678251470864,451273.0,928483.0,347174.0,1250270.0,1122983.0,1871423.0,1022583.0,1246532.0,7784079.0,1823520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
