Label,R_Mean,R_Std,G_Mean,G_Std,B_Mean,B_Std,H_Mean,H_Std,S_Mean,S_Std,V_Mean,V_Std,L_Mean,L_Std,A_Mean,A_Std,B_Lab_Mean,B_Lab_Std
2_10_2,193.2557755015598,45.87172628626361,196.00623890651894,39.841268052128605,188.56957747283778,55.18651282977748,86.87040298470669,55.52721817985566,20.017295969592656,39.38594186822699,197.50510316937394,40.44760384902717,200.18835391790375,40.59971601139108,125.55122409279977,6.1254681707148135,131.79823316704318,9.435806498507128
2_10_3,185.68024497543746,51.1943540169019,189.92261125977123,43.92780798981016,178.49578839913224,62.50955978837853,76.61194117989817,55.58345803474129,27.825106004374643,48.18253209515702,191.18963762415734,44.52725863713437,193.83711464160214,44.988787772004805,124.33242742174053,7.404375557944262,133.7487091782308,11.455700498518338
2_10_4,193.89906825964573,45.16801407261235,196.62704316148523,39.28754241740114,189.08957179163082,54.66933067006327,81.59470762514343,55.956207542894624,19.56933257583907,39.356972490637396,198.0293605784746,39.839179318182445,200.7894908876578,39.9761915707197,125.56285308645296,6.162983309358872,131.8255787659567,9.59769016044557
2_10_5,188.59832835807515,48.672658322278636,192.33101345112593,41.6634741004359,182.15957518690834,59.8752111311595,82.5336816574333,55.29637778346087,25.002975798282417,45.318415431672555,193.73399104229418,42.32005526020748,196.3726996714537,42.53294435092233,124.73353116707904,7.084005400171382,133.1297013388375,11.004715859738623
2_10_6,199.39522644148022,40.178399464819016,201.77192845040878,34.32712818589924,193.73386985441766,51.660857399495356,80.40440226307014,59.31925442588703,18.81308778641351,41.5001512197607,203.14284649759753,34.79115975686497,205.81794858003443,35.000438199473045,125.70523393798408,6.40497351942232,132.0486824530264,10.744520289111465
2_10_7,194.1569188584696,45.907992832201394,197.18726933403258,39.33363462193652,188.32130503038942,56.864922931976,78.92917372615462,58.08305465807124,22.108280835395153,44.68644647539378,198.51742292832043,39.85385936034647,201.18318614861232,40.270143845948795,125.25966746450086,6.749993135145861,132.49007239897088,10.62845038355003
2_10_8,196.3367118025674,43.574285850339386,199.2071314835234,37.03688276174121,189.83668221995123,55.926288314469,75.67824792473465,58.62125550689396,22.02660166334983,46.449560486303255,200.50514967235011,37.50002307643423,203.17820652027754,37.93301848498696,125.29669655183233,6.930461153348574,132.71164865936962,11.525087370133232
2_10_9,196.3267352333441,42.68450191090507,199.4743371925201,35.71286999670601,189.60439279439186,55.83109466457479,78.85873667661718,58.247846401300166,22.614268065565835,46.9604276046212,200.81200191390562,36.19876364838954,203.42009421615032,36.610693003818746,125.11879487817342,7.216875242135492,132.93535761348969,11.916286646378932
2_10_10,196.50870350822936,41.8618695027597,199.6952820769686,35.08778014409303,188.4170923649957,56.68671271525373,73.82915484482574,57.920789635435625,24.349890465881384,50.21164268511572,200.96893707643073,35.54204618031356,203.58046269901033,36.00050732520939,124.93554995652252,7.448527769312789,133.59389483155837,13.025872819108171
2_15_1,189.84215399544607,44.893317682214715,194.48185302594305,36.94955621224069,180.0942304934022,60.79471489885187,79.73534069312966,55.59161929449642,29.98065958028543,51.89833690906372,195.80907015338138,37.59178144973208,198.24233249964144,38.00394160007037,123.83415979767284,8.268819229571253,135.11105061989028,13.955613712617264
2_15_2,206.4301113494155,48.65572507384843,209.2297361320281,42.674714281001165,201.23108068434453,58.980224630031834,66.30310225276105,60.22958732642833,18.867907007494264,40.850988682100116,210.2977805754267,42.837945751684764,212.24758234948723,42.517243644416226,125.51123226163583,6.3615745244112025,132.01459229776248,10.247946309922401
2_15_3,218.48000551312393,51.359678864126295,221.5843228942556,44.82469601544508,212.93086733093088,62.66691137650569,43.331060962600404,56.81907363194932,18.558954120051634,41.85403524270057,222.19228067403543,44.81781315314274,223.29079610854131,44.433028618892116,125.31769908876578,6.559332229307373,132.29464207275532,10.575244341505428
2_15_4,207.73661868455966,46.97845363876279,210.51120458396085,40.87687232979552,202.414969083925,58.10388002989571,63.88515989179934,60.13875359465833,18.738818443416523,41.747647071968686,211.5393931753801,40.997485991285195,213.50764744244836,40.709119142036045,125.52230349971315,6.457108829879693,132.05976136689617,10.470628679807236
2_15_5,201.56010834633176,53.433541379431276,204.77308441354705,47.16271959866352,196.4411098075337,63.18499830595582,70.11621894945856,59.06114446909265,21.265529528829603,41.681495050121235,205.95118117559525,47.41184807099699,207.82522327031342,47.07363138317118,125.2183217243976,6.412211794012321,132.22742409369621,9.833655966446695
